Gene ID	Gene name	Control1	Control2	Control3	Control4	Infection10	Infection7	Infection8	Infection9
ENSMUSG00000025939	Ube2w	42.42818359	46.08499581	43.98792363	47.43780221	37.61433815	40.5255751	38.34269989	41.91331451
ENSMUSG00000079658	Eloc	113.5643649	144.5012183	125.1705289	113.1087697	92.02922272	124.265626	90.03254215	109.8371425
ENSMUSG00000097744	D030040B21Rik	0	0	0	0.078931451	0.157382168	0	0	0
ENSMUSG00000025940	Tmem70	41.30969017	43.41892168	44.05518346	40.25504015	27.03038735	38.22080305	37.61467395	37.66807526
ENSMUSG00000025779	Ly96	0.894794733	0.837909015	0.807117865	0.710383061	0.944293008	1.728579032	1.031370092	2.49323575
ENSMUSG00000091020	Gm5828	7.60575523	7.465007587	6.120643808	7.656350773	6.531359971	6.850294684	5.338856947	6.738475001
ENSMUSG00000042686	Jph1	28.26060032	24.98492335	27.50926723	34.0194555	19.23997003	22.0233773	25.3595705	32.4794495
ENSMUSG00000100110	Gm28783	0	0	0	0	0.157382168	0.128042891	0	0
ENSMUSG00000025777	Gdap1	164.4930984	168.5720591	177.0278517	171.9916323	106.9805287	148.0175823	139.1742936	124.4596333
ENSMUSG00000099899	Gm28784	0.447397366	0.609388374	0.605338399	0.394657256	0.472146504	0.832278793	0.910032434	0.539078
ENSMUSG00000100398	Gm5251	0.074566228	0.076173547	0.269039288	0.315725805	0.944293008	1.47249325	0.303344145	1.078156
ENSMUSG00000101589	Rbm6-ps1	2.758950427	1.751991576	2.28683395	4.735887076	2.714842397	2.816943609	3.640129737	2.0215425
ENSMUSG00000067780	Pi15	0.298264911	0.304694187	0.470818754	1.026108867	0.236073252	0	0.424681803	0.4043085
ENSMUSG00000025776	Crispld1	5.070503487	5.71301601	4.573667901	3.630846758	1.731203848	3.457158065	5.399525776	2.425851
ENSMUSG00000100554	Gm7690	0.67109605	1.447297389	0.538078577	0.947177415	0.904947466	1.280428913	0.303344145	0.4043085
ENSMUSG00000099473	Gm18775	0.074566228	0.076173547	0	0.078931451	0	0	0.060668829	0
ENSMUSG00000099591	Gm17969	0	0	0	0.236794354	0	0	0.060668829	0
ENSMUSG00000109887	Gm28756	0.596529822	0.304694187	0.739858043	0.157862903	0.747565298	0.768257348	0.728025947	0.6738475
ENSMUSG00000067773	Defb41	0	0	0	0	0.039345542	0	0	0
ENSMUSG00000101685	Gm17837	5.368768398	3.427809606	4.506408079	5.051612881	4.406700703	8.002680706	2.548090816	5.592934251
ENSMUSG00000042596	Tfap2d	1.043927188	0.761735468	1.277936619	1.89435483	0.708219756	1.344450359	1.15270775	1.01077125
ENSMUSG00000100720	Gm10075	0.074566228	0.076173547	0.134519644	0	0.275418794	0.128042891	0	0.1347695
ENSMUSG00000025927	Tfap2b	27.29123936	21.86180793	22.93559933	21.46935475	25.65329338	18.63024068	22.02278491	14.9594145
ENSMUSG00000100204	Gm4849	0.67109605	0.076173547	0.201779466	0.473588708	0.275418794	0.704235902	0.121337658	0.808617
ENSMUSG00000043760	Pkhd1	0	0	0.201779466	0	0	0	0	0
ENSMUSG00000090142	Gm15795	0	0.076173547	0.134519644	0.078931451	0	0.064021446	0	0.06738475
ENSMUSG00000099906	Gm28653	0.447397366	0	0.538078577	0.552520159	0.039345542	0.256085783	0.54601946	0.539078
ENSMUSG00000025929	Il17a	0	0	0	0	0.039345542	0	0	0
ENSMUSG00000041872	Il17f	0	0	0	0.236794354	0.19672771	0.128042891	0	0.20215425
ENSMUSG00000041859	Mcm3	4.772238576	4.189545074	4.304628612	3.70977821	14.63654162	16.1334043	10.37436975	18.93511475
ENSMUSG00000097934	6720483E21Rik	0.447397366	0.990256108	0.941637509	0.473588708	0.39345542	0.960321685	0.728025947	0.808617
ENSMUSG00000025931	Paqr8	96.56326493	98.49239601	122.8164351	112.4773181	81.91741843	94.30358944	94.03668486	87.12848176
ENSMUSG00000100929	Gm28064	0.372831139	0.22852064	0.403558932	0.157862903	0.275418794	0.064021446	0.121337658	0.1347695
ENSMUSG00000041809	Efhc1	0.745662277	0.990256108	1.076157153	0.473588708	1.809894932	1.02434313	1.638058381	1.617234
ENSMUSG00000041779	Tram2	1.864155694	0.914082562	1.95053484	2.289012087	5.862485757	2.816943609	2.730097302	7.277553001
ENSMUSG00000100819	Gm2693	0	0	0.067259822	0.157862903	0	0	0	0.06738475
ENSMUSG00000025933	Tmem14a	29.75192487	32.60227803	31.27581726	31.0989918	19.35800666	27.72128597	25.96625879	22.43912175
ENSMUSG00000025934	Gsta3	3.057215338	1.294950296	1.345196441	3.472983856	0.747565298	0.704235902	1.759396039	0.47169325
ENSMUSG00000096375	Gm7094	9.469910924	6.627098572	7.936659004	6.630241907	5.232957085	4.865629869	5.945545237	6.940629251
ENSMUSG00000025936	Gm4956	0	0	0	0.157862903	0.039345542	0	0.242675316	0.20215425
ENSMUSG00000067750	Khdc1a	0	0.076173547	0	0	0.354109878	0	0.242675316	0.06738475
ENSMUSG00000041722	Khdc1c	0	0	0	0.078931451	0	0	0	0
ENSMUSG00000028033	Kcnq5	23.56292797	25.36579108	23.20463861	24.7844757	12.5512279	22.53554887	21.23409013	23.38250825
ENSMUSG00000082935	Gm7658	5.517900853	7.693528227	7.264060784	4.025504015	5.036229375	8.514852271	5.642201092	8.760017501
ENSMUSG00000097109	Gm26580	0	0	0	12.07651204	0	0	0	0
ENSMUSG00000041670	Rims1	224.8171767	228.8253346	212.8773369	284.7846762	122.5613633	140.3350089	167.6279744	140.699358
ENSMUSG00000073730	4933415F23Rik	0	0	0	0.157862903	0	0.192064337	0.060668829	0
ENSMUSG00000097970	Gm27028	0	0	0	0	0.039345542	0	0	0
ENSMUSG00000100775	Gm29107	1.938721921	1.447297389	1.412456263	1.736491928	0.98363855	2.048686261	0.849363605	1.41507975
ENSMUSG00000026158	Ogfrl1	236.8223393	245.1264736	278.1866241	271.7609867	228.2434891	246.6746301	248.9242052	243.124178
ENSMUSG00000097920	Gm7784	0.149132455	0	0	0.236794354	0.039345542	0	0	0.269539
ENSMUSG00000099503	Gm28822	0.67109605	0.22852064	0.067259822	0.078931451	0.157382168	0.064021446	0.242675316	0.06738475
ENSMUSG00000026156	B3gat2	21.92247096	22.6235434	21.05232431	9.234979799	9.0888202	11.97201034	12.25510345	9.433865001
ENSMUSG00000026155	Smap1	114.7574245	127.3621703	104.5890233	43.2544353	82.58629264	109.3486292	78.26278934	100.8749708
ENSMUSG00000026154	Sdhaf4	24.01032533	25.59431173	23.20463861	27.7049394	19.20062449	21.19109851	26.08759645	19.87850125
ENSMUSG00000026153	Fam135a	44.66517042	35.95391409	43.38258523	50.75292317	39.26685091	29.25780066	42.65018675	37.80284476
ENSMUSG00000026147	Col9a1	1.715023238	1.599644483	1.210676797	0.868245964	1.9672771	1.856621924	1.820064868	2.0215425
ENSMUSG00000026141	Col19a1	11.93059644	11.65455266	11.23239029	14.68124994	7.711726231	8.834959499	11.58774633	7.884015751
ENSMUSG00000099997	Tubb4b-ps2	0	0	0.067259822	0.236794354	0	0	0	0.06738475
ENSMUSG00000100131	Gm28439	0	0	0	8.445665286	0	0	0	0.06738475
ENSMUSG00000067736	Gm10222	1.267625872	2.285206404	0.33629911	11.12933463	0.550837588	2.49683638	0.485350632	0.9433865
ENSMUSG00000101939	Gm28438	24.83055384	34.65896379	23.94449666	33.62479824	20.77444617	28.10541464	20.93074599	21.09142675
ENSMUSG00000101111	Gm28437	0	0	0	11.28719753	0	0	0	0
ENSMUSG00000100862	Gm10925	0	0	0	9.077116896	0	0	0	0
ENSMUSG00000102070	Gm28661	0	0	0	23.36370958	0	0	0	0
ENSMUSG00000101249	Gm29216	0.074566228	0.457041281	0.134519644	129.9211688	0.039345542	0.192064337	0.121337658	0
ENSMUSG00000073725	Lmbrd1	158.2295353	177.4081905	177.0278517	178.7797371	124.0958394	159.8615498	138.6282741	144.203365
ENSMUSG00000100450	Gm9443	0.298264911	0.837909015	0.470818754	0.394657256	0.39345542	1.088364576	0.54601946	0.4043085
ENSMUSG00000099392	Gm29414	0	0	0	0	0.039345542	0	0	0
ENSMUSG00000033569	Adgrb3	150.3255151	153.5658704	156.9171649	155.9685477	114.1020718	131.7561351	121.7623397	129.4461048
ENSMUSG00000080849	Gm15702	0.074566228	0.152347094	0.067259822	0	0.118036626	0.320107228	0.121337658	0.1347695
ENSMUSG00000101301	Gm29214	3.430046476	3.199288966	2.152314306	2.131149184	1.57382168	2.368793489	2.062740184	2.22369675
ENSMUSG00000101514	Gm5524	1.789589466	2.513727044	2.354093772	2.446874989	1.18036626	2.752922163	1.456051895	1.14554075
ENSMUSG00000101372	Gm19028	0.447397366	0.22852064	0.201779466	0.789314513	0.275418794	0.192064337	0.424681803	0.1347695
ENSMUSG00000086240	Gm7846	0.149132455	0.457041281	0.201779466	0.157862903	0.78691084	0.320107228	0.485350632	0.33692375
ENSMUSG00000048411	Gm597	0	0	0	0.078931451	0	0	0	0
ENSMUSG00000081557	Gm5697	2.535251743	2.361379951	2.354093772	3.236189502	2.282041436	2.688900717	3.033441447	2.425851
ENSMUSG00000099492	Gm5525	1.491324555	0.533214828	0.538078577	0.868245964	0.472146504	1.728579032	0.303344145	1.617234
ENSMUSG00000101726	Gm7858	0.149132455	0.304694187	0.134519644	0.236794354	0.236073252	0.320107228	0.060668829	0.20215425
ENSMUSG00000053185	Gm9898	0	0	0	0.157862903	0	0	0	0.06738475
ENSMUSG00000100261	Gm6473	0.149132455	0.076173547	0.269039288	0.078931451	0.275418794	0	0.121337658	0
ENSMUSG00000048874	Phf3	108.4192951	113.4224112	105.7997001	112.7141124	96.3178868	97.37661883	88.39448377	95.34942126
ENSMUSG00000026064	Ptp4a1	38.40160729	42.58101266	37.26194143	42.93870949	31.24036034	39.05308185	27.48297951	31.60344775
ENSMUSG00000050217	Lgsn	0	0	0	0.157862903	0	0	0	0
ENSMUSG00000094215	Gm6489	0.372831139	0	0	0	0	0	0.121337658	0
ENSMUSG00000070960	Gm19680	0.372831139	0.152347094	0.269039288	0.236794354	0.550837588	0.320107228	0.364012974	0.269539
ENSMUSG00000082159	Gm7910	0.149132455	0	0	0.157862903	0	0	0.060668829	0.06738475
ENSMUSG00000026058	Khdrbs2	33.77850117	29.70768325	31.54485655	32.51975792	21.6400481	26.95302862	26.87629122	25.7409745
ENSMUSG00000091318	Gm5415	0	0	0	8.366733835	0	0	0	0
ENSMUSG00000102917	Gm37724	0.149132455	0.076173547	0.134519644	0.236794354	0.039345542	0	0.182006487	0.06738475
ENSMUSG00000100481	Gm7114	10.96123548	10.20725527	11.16513046	12.39223785	7.475652979	12.4841819	9.76768146	9.636019251
ENSMUSG00000100590	Gm4785	0	0	0.067259822	0.078931451	0.039345542	0.064021446	0	0.269539
ENSMUSG00000101612	Gm7933	0.149132455	0.22852064	0.269039288	0.315725805	0.19672771	0.384128674	0.121337658	0.269539
ENSMUSG00000026134	Prim2	7.158357864	9.52169335	6.389683097	8.524596737	6.688742139	9.155066728	6.370227039	7.344937751
ENSMUSG00000101682	Gm29228	0.074566228	0.22852064	0.134519644	0.157862903	0.039345542	0.064021446	0.303344145	0.1347695
ENSMUSG00000004768	Rab23	15.13694423	14.70149453	11.90498851	16.65453622	12.82664669	14.91699684	14.31784363	13.14002625
ENSMUSG00000042215	Bag2	7.978586369	6.931792759	7.264060784	8.919253994	4.367355161	5.121715652	6.855577671	6.064627501
ENSMUSG00000042197	Zfp451	85.67659568	82.87681892	85.82353296	105.2156245	76.25166038	77.14584201	80.75021132	78.03154051
ENSMUSG00000081402	Gm15455	0.149132455	0	0.067259822	0.315725805	0.354109878	0.640214456	0.182006487	0.1347695
ENSMUSG00000042182	Bend6	200.2848877	202.0884197	228.9524343	206.2478822	117.2890607	145.8408532	194.6862721	136.2519645
ENSMUSG00000026131	Dst	306.6908947	308.8075587	318.0716986	401.9978813	319.4464554	332.3353244	265.0621137	305.2529175
ENSMUSG00000096992	Gm26788	0	0.152347094	0.134519644	1.499697574	0.157382168	0	0.060668829	0.06738475
ENSMUSG00000101462	Gm3052	2.013288149	3.351636059	3.093951815	2.604737892	0.314764336	2.752922163	1.880733697	1.54984925
ENSMUSG00000102336	Gm37233	2.236986832	3.80867734	2.152314306	2.841532246	0.59018313	1.792600478	2.123409013	1.41507975
ENSMUSG00000042111	Ccdc115	22.66813324	19.27190734	20.85054484	17.36491928	31.83054347	22.7276132	38.7673817	37.0616125
ENSMUSG00000026127	Imp4	24.38315647	25.28961754	28.45090474	30.9411289	33.24698298	34.76364499	26.14826527	27.3582085
ENSMUSG00000026126	Ptpn18	11.63233153	14.09210616	12.64484655	11.05040318	28.60420903	22.15142019	16.25924616	30.457907
ENSMUSG00000100280	Gm28417	0.596529822	0.457041281	0.134519644	2.052217733	0.236073252	0	0.242675316	0.539078
ENSMUSG00000101223	4930568A12Rik	0.298264911	0.076173547	0	0	0.354109878	0.064021446	0.182006487	0.1347695
ENSMUSG00000026125	Prss39	0	0	0	0	0	0	0	0.06738475
ENSMUSG00000026124	Cfc1	0.149132455	0	0.134519644	0	0	0	0.121337658	0.20215425
ENSMUSG00000037529	Prss40	0	0	0	0	0.157382168	0	0	0
ENSMUSG00000045174	Amer3	13.94388459	11.50220557	9.349115268	10.65574592	5.941176841	7.554530586	6.673571184	9.838173501
ENSMUSG00000103521	Gm29730	0	0	0	0	0.275418794	0	0	0.1347695
ENSMUSG00000104098	AA619741	0	0	0	0	0	0	0	0.06738475
ENSMUSG00000037509	Arhgef4	87.76445006	93.23642128	93.02033392	100.5586689	63.70043249	81.6273432	77.95944519	71.62998926
ENSMUSG00000102537	Gm37224	0	0.076173547	0	0	0	0	0	0
ENSMUSG00000037503	Fam168b	135.1140047	134.1416159	125.1705289	31.49364906	99.19011136	114.7264306	99.01152884	110.51099
ENSMUSG00000026123	Plekhb2	161.8087142	165.8298114	163.6431471	224.0863902	192.6357736	159.5414426	231.9369331	162.6667865
ENSMUSG00000103548	Gm37670	21.54963982	20.87155182	17.75659303	17.28598783	6.688742139	18.18209056	6.855577671	15.2289535
ENSMUSG00000103760	Gm8009	1.416758327	0.380867734	0.941637509	0.63145161	0.39345542	1.216407467	0.728025947	0.9433865
ENSMUSG00000103997	Gm38027	0.223698683	0	0	0.078931451	0.157382168	0.064021446	0	0
ENSMUSG00000101714	Gm28415	0	0	0	0	0	0.064021446	0	0
ENSMUSG00000102531	1110002O04Rik	0.149132455	0.533214828	0.269039288	0.236794354	0.118036626	0.320107228	0.485350632	0.1347695
ENSMUSG00000103708	Gm33222	0.074566228	0	0	0	0	0.064021446	0	0
ENSMUSG00000045216	Hs6st1	61.29343921	63.60491158	59.52494253	66.69707632	56.26412505	70.48761166	43.49955035	54.10995426
ENSMUSG00000102202	Gm33280	0	0	0.067259822	0.63145161	0	0	0	0.1347695
ENSMUSG00000037470	Uggt1	47.20042216	45.39943389	47.35091474	61.8822578	41.82431114	41.35785389	52.66054352	44.81085876
ENSMUSG00000047180	Neurl3	0.372831139	0.533214828	0.672598221	0.157862903	8.065836109	7.106380467	4.307486855	12.129255
ENSMUSG00000037447	Arid5a	6.934659181	8.302916601	7.129541139	6.945967712	49.14258195	33.99538764	25.29890167	43.46316376
ENSMUSG00000102762	4930403P22Rik	0	0.076173547	0	0	0.472146504	0.320107228	0.121337658	0.06738475
ENSMUSG00000010453	Kansl3	89.10664216	73.05043138	103.3110867	82.64122948	95.49163042	87.96546632	89.48652269	105.8614423
ENSMUSG00000037432	Fer1l5	0	0	0	0	0	0.128042891	0	0
ENSMUSG00000001143	Lman2l	30.12475601	34.73513734	28.18186545	34.09838695	21.48266593	27.46520018	24.9348887	27.6277475
ENSMUSG00000037408	Cnnm4	8.27685128	8.150569508	7.129541139	9.94536286	10.74133296	11.01168865	10.0710256	11.051099
ENSMUSG00000001138	Cnnm3	28.484299	26.50839429	33.2263521	30.9411289	42.37514873	32.97104451	37.00798566	29.17759675
ENSMUSG00000067653	Ankrd23	0.298264911	0	0	0.315725805	0	0	0	0.06738475
ENSMUSG00000079610	Ankrd39	15.88260651	13.55889133	15.46975908	17.60171363	20.97117388	13.06037491	18.68599931	21.4283505
ENSMUSG00000026121	Sema4c	22.51900078	16.07261838	25.96229132	24.7844757	41.11609138	33.41919463	37.00798566	36.45514975
ENSMUSG00000087589	D430040D24Rik	0	0.609388374	0.470818754	0.315725805	0.668874214	1.152386022	0.303344145	0.60646275
ENSMUSG00000046337	Fam178b	0.596529822	0.761735468	0.874377687	1.89435483	0.668874214	0.320107228	0.667357118	0.4043085
ENSMUSG00000089906	Gm6428	2.684384199	2.209032857	2.28683395	2.525806441	3.344371069	2.752922163	3.882805052	2.76277475
ENSMUSG00000061518	Cox5b	277.0881023	306.2938317	274.2182946	358.1909259	290.4094454	260.1191337	326.1556244	240.4961728
ENSMUSG00000037351	Actr1b	193.0519636	213.5906252	208.3709288	251.4756037	175.6384995	182.2050343	197.4163694	168.1249513
ENSMUSG00000102416	4933424G06Rik	0.074566228	0.076173547	0.134519644	0.473588708	0.118036626	0.064021446	0.060668829	0
ENSMUSG00000104237	Gm33533	0.67109605	0.076173547	0.067259822	0.236794354	0.078691084	0.320107228	0.303344145	0.33692375
ENSMUSG00000026117	Zap70	1.342192099	1.828165123	1.816015196	1.736491928	3.029606733	3.201072282	2.85143496	4.312624001
