Gene ID	Gene name	Infection/Control : logFC	Infection/Control : logCPM	Infection/Control : PValue	Infection/Control : QValue
ENSMUSG00000100261	Gm6473	-0.330421964873824	-1.94393568339408	1	1.000e+00
ENSMUSG00000048874	Phf3	-0.179634661061711	6.67630094970734	0.49725153049585	1.000e+00
ENSMUSG00000026064	Ptp4a1	-0.275474353802463	5.18356518936776	0.326306784057179	9.549e-01
ENSMUSG00000050217	Lgsn	-2.4768119559646	-2.80118653981678	0.87873804961429	1.000e+00
ENSMUSG00000094215	Gm6489	-1.40820763280734	-2.44207316886705	0.923334746243946	1.000e+00
ENSMUSG00000070960	Gm19680	0.617401994361204	-1.11323532278248	0.722732030984973	1.000e+00
ENSMUSG00000082159	Gm7910	-1.10820332052069	-2.50787650416067	0.975614780211165	1.000e+00
ENSMUSG00000026058	Khdrbs2	-0.295461694338867	4.8401855847834	0.261887508100974	8.500e-01
ENSMUSG00000091318	Gm5415	-7.9201583623114	0.0385865743128438	0.0203865243621975	1.495e-01
ENSMUSG00000102917	Gm37724	-0.949365308960059	-2.10863172913728	0.665933635132543	1.000e+00
ENSMUSG00000100481	Gm7114	-0.149295916187071	3.4039656962845	0.786081009298029	1.000e+00
ENSMUSG00000100590	Gm4785	1.14882717958732	-2.38772693412473	0.754617768698074	1.000e+00
ENSMUSG00000101612	Gm7933	0.0319454923155753	-1.44824125173456	1	1.000e+00
ENSMUSG00000026134	Prim2	-0.0554600242238264	2.95370302233928	1	1.000e+00
ENSMUSG00000101682	Gm29228	-0.139112239642113	-1.92100485424848	1	1.000e+00
ENSMUSG00000004768	Rab23	-0.0356427845577294	3.83793691944114	1	1.000e+00
ENSMUSG00000042215	Bag2	-0.433643739350259	2.75708970298672	0.206774243767566	7.446e-01
ENSMUSG00000042197	Zfp451	-0.156363363360437	6.39047923302904	0.598020559712806	1.000e+00
ENSMUSG00000081402	Gm15455	1.33685731993623	-1.43583729756819	0.381022381353836	1.000e+00
ENSMUSG00000042182	Bend6	-0.455684565346	7.48129665824405	0.0601813537006563	3.321e-01
ENSMUSG00000026131	Dst	-0.0795900666815918	8.31761274441597	0.876919137711857	1.000e+00
ENSMUSG00000096992	Gm26788	-2.30923997182085	-1.46843775602923	0.209131125934359	7.491e-01
ENSMUSG00000101462	Gm3052	-0.761141452288522	1.1768239661774	0.363658188882051	1.000e+00
ENSMUSG00000102336	Gm37233	-0.879770921758516	1.12940634482885	0.137567960766527	5.826e-01
ENSMUSG00000042111	Ccdc115	0.740688889748054	4.73573605299491	0.0063314060700825	6.001e-02
ENSMUSG00000026127	Imp4	0.20463922720108	4.85704686771962	0.559967942934425	1.000e+00
ENSMUSG00000026126	Ptpn18	1.01943836150821	4.22212259441047	0.000218393305537906	3.515e-03
ENSMUSG00000100280	Gm28417	-1.5580424516618	-0.695170416403589	0.282802791663292	8.860e-01
ENSMUSG00000101223	4930568A12Rik	1.01442800738714	-1.82417332527439	0.765282316755972	1.000e+00
ENSMUSG00000026125	Prss39	1.53174977517813	-2.88562342381927	1	1.000e+00
ENSMUSG00000026124	Cfc1	0.100483616597898	-2.32335186513452	1	1.000e+00
ENSMUSG00000037529	Prss40	2.74260312872285	-2.66631505993182	0.765282316755972	1.000e+00
ENSMUSG00000045174	Amer3	-0.570355736478277	3.24675702159588	0.0727695035900604	3.794e-01
ENSMUSG00000103521	Gm29730	3.89206083095767	-2.35317396161936	0.343676354419818	9.785e-01
ENSMUSG00000104098	AA619741	1.53174977517813	-2.88562342381927	1	1.000e+00
ENSMUSG00000037509	Arhgef4	-0.303729644402667	6.38469478885078	0.172128462379004	6.668e-01
ENSMUSG00000102537	Gm37224	-1.73624442718221	-2.88451443623623	1	1.000e+00
ENSMUSG00000037503	Fam168b	0.00721397746246567	6.74337860056785	1	1.000e+00
ENSMUSG00000026123	Plekhb2	0.116920317007836	7.51469657179438	0.817569859784877	1.000e+00
ENSMUSG00000103548	Gm37670	-0.705099405850186	3.95754813384877	0.0981207630700812	4.699e-01
ENSMUSG00000103760	Gm8009	-0.0432697861640227	-0.0817962699168312	1	1.000e+00
ENSMUSG00000103997	Gm38027	-0.23592402801565	-2.33777046526268	1	1.000e+00
ENSMUSG00000101714	Gm28415	1.51663021204868	-2.88599358757741	1	1.000e+00
ENSMUSG00000102531	1110002O04Rik	-0.152411577422066	-1.31815467066615	1	1.000e+00
ENSMUSG00000103708	Gm33222	-0.216455551482122	-2.80191260882965	1	1.000e+00
ENSMUSG00000045216	Hs6st1	-0.121036959679281	5.893798494867	0.798233930907572	1.000e+00
ENSMUSG00000102202	Gm33280	-2.10743387628053	-2.20713036936152	0.686416765512464	1.000e+00
ENSMUSG00000037470	Uggt1	-0.110350635000955	5.57904233196111	0.823485946322982	1.000e+00
ENSMUSG00000047180	Neurl3	4.17034587051934	2.14949668310259	9.47617850971459e-20	5.879e-18
ENSMUSG00000037447	Arid5a	2.41782334744762	4.5355984965425	1.13438945611627e-20	7.317e-19
ENSMUSG00000102762	4930403P22Rik	3.34793209016482	-1.79968912046262	0.0498803952000196	2.905e-01
ENSMUSG00000010453	Kansl3	0.161658229867864	6.51019140690794	0.652581371013786	1.000e+00
ENSMUSG00000037432	Fer1l5	2.27600320732735	-2.80328375800201	0.87873804961429	1.000e+00
ENSMUSG00000001143	Lman2l	-0.285946867853118	4.83775294995482	0.296834902256737	9.102e-01
ENSMUSG00000037408	Cnnm4	0.404574827104364	3.27773819217254	0.159571419201315	6.369e-01
ENSMUSG00000001138	Cnnm3	0.299435442034289	5.03898771584508	0.346811919434783	9.823e-01
ENSMUSG00000067653	Ankrd23	-2.74881067143159	-2.31805724613587	0.474884380508967	1.000e+00
ENSMUSG00000079610	Ankrd39	0.29708168764081	4.11010004376334	0.417014656225303	1.000e+00
ENSMUSG00000026121	Sema4c	0.777147741383112	4.90624148218796	0.00106206819784061	1.353e-02
ENSMUSG00000087589	D430040D24Rik	0.983435565627947	-0.600862409101647	0.399005979574438	1.000e+00
ENSMUSG00000046337	Fam178b	-0.889371371943574	-0.18266223046069	0.273170157192978	8.691e-01
ENSMUSG00000089906	Gm6428	0.444220840534861	1.56848461383248	0.342182648904209	9.760e-01
ENSMUSG00000061518	Cox5b	-0.0703826973437713	8.18750617623509	0.909620899260115	1.000e+00
ENSMUSG00000037351	Actr1b	-0.212278816274685	7.63207013537075	0.398046928179103	1.000e+00
ENSMUSG00000102416	4933424G06Rik	-1.32847351586129	-2.01767840925396	0.541645604261685	1.000e+00
ENSMUSG00000104237	Gm33533	-0.0231039816277986	-1.40385837758409	1	1.000e+00
ENSMUSG00000026117	Zap70	1.02534903849307	1.42128763618232	0.00477343257228312	4.743e-02
ENSMUSG00000026116	Tmem131	-0.262243057259418	3.9277186800139	0.435889502755344	1.000e+00
ENSMUSG00000102930	Gm38115	0.350951895169523	1.6703952656669	0.672200071280424	1.000e+00
ENSMUSG00000080054	Rpl12-ps1	-1.89018795988743	-2.10013978449621	0.525433675734996	1.000e+00
ENSMUSG00000050122	Vwa3b	0.310885548505752	0.601706871042595	0.731562630120582	1.000e+00
ENSMUSG00000026114	Cnga3	2.13113103144663	-1.76618249311485	0.244003871863345	8.146e-01
ENSMUSG00000026113	Inpp4a	-0.215184134448459	5.63881677574573	0.445358295477132	1.000e+00
ENSMUSG00000026112	Coa5	0.0748031950208125	5.95891643323585	0.87873804961429	1.000e+00
ENSMUSG00000026111	Unc50	0.408238235484851	5.34944249130455	0.155212725218095	6.262e-01
ENSMUSG00000026110	Mgat4a	0.0858368524476404	4.97089485937567	0.882277938621892	1.000e+00
ENSMUSG00000087233	Gm43213	-0.170479264527985	3.1246305374548	0.815616465323974	1.000e+00
ENSMUSG00000026090	2010300C02Rik	-0.30494962055193	6.32534051340067	0.262779794526938	8.518e-01
ENSMUSG00000060771	Tsga10	-0.955892761163393	3.73542345138646	0.000294749331921398	4.577e-03
ENSMUSG00000037216	Lipt1	-0.42643348608905	2.16516121042941	0.51976562777766	1.000e+00
ENSMUSG00000026088	Mitd1	1.8982324484714	4.92793639528506	3.78614352218663e-09	1.170e-07
ENSMUSG00000026087	Mrpl30	0.404865945235406	5.33521301975249	0.0932978480890219	4.550e-01
ENSMUSG00000061584	Lyg2	-1.82564918315782	-2.57626365747916	0.811150721600273	1.000e+00
ENSMUSG00000058407	Txndc9	0.464570240657497	6.05748328691248	0.0503918150642027	2.919e-01
ENSMUSG00000026083	Eif5b	-0.0541106999127686	8.27309765280562	0.950298763435589	1.000e+00
ENSMUSG00000026082	Rev1	0.441345484639404	5.05054143046997	0.474884380508967	1.000e+00
ENSMUSG00000037138	Aff3	-0.425439259531772	4.98288009747163	0.130067524556405	5.638e-01
ENSMUSG00000048814	Lonrf2	-0.471781053558539	5.65642772850756	0.0697410113647881	3.686e-01
ENSMUSG00000026080	Chst10	-0.551715051385322	5.89511493216659	0.0179943756861413	1.359e-01
ENSMUSG00000102447	Gm6621	0.35723812462468	-2.57917202337229	1	1.000e+00
ENSMUSG00000067604	Nms	-0.616508362302969	-1.87539203404417	0.864414510494003	1.000e+00
ENSMUSG00000026078	Pdcl3	0.070085274590282	4.35085709025516	0.931341195465059	1.000e+00
ENSMUSG00000026077	Npas2	-0.679684527099248	3.72496542435757	0.0380065765357841	2.394e-01
ENSMUSG00000092563	Gm3617	-0.874975337180978	2.56863517156184	0.0364799470850895	2.318e-01
ENSMUSG00000073702	Rpl31	0.152683906256508	6.30159973448596	0.669964737274464	1.000e+00
ENSMUSG00000003134	Tbc1d8	0.506818024812947	3.75141672437044	0.338489536370388	9.714e-01
ENSMUSG00000003135	Cnot11	0.514944125753998	4.64959829528292	0.0531048032292507	3.032e-01
ENSMUSG00000085894	Gm15832	0.738168981513318	2.76278292671561	0.0793710258136559	4.058e-01
ENSMUSG00000048234	Rnf149	1.51205196304135	2.92510245311889	7.77790584755655e-08	2.114e-06
ENSMUSG00000102471	Gm5100	-1.63621026414622	-2.00272884403393	0.579508381103722	1.000e+00
ENSMUSG00000050967	Creg2	-0.28414693452121	4.57612336907103	0.413442596118514	1.000e+00
ENSMUSG00000057173	Rfx8	-0.0692217395680822	-1.27190914059225	1	1.000e+00
ENSMUSG00000091937	Gm3646	0.749363329372834	-2.66194030360548	1	1.000e+00
ENSMUSG00000101634	1700066B17Rik	3.43539547756852	-2.58018969413395	0.654680358542783	1.000e+00
ENSMUSG00000026074	Map4k4	0.195586083912034	7.2078523736575	0.6655935309288	1.000e+00
ENSMUSG00000026073	Il1r2	5.10154068769321	2.47369903414954	9.29926102929752e-30	1.005e-27
ENSMUSG00000026072	Il1r1	1.30362874764054	2.5806687663544	0.00025009577199511	3.972e-03
ENSMUSG00000070942	Il1rl2	2.12476411183544	0.00593921136570603	0.00179814110804675	2.109e-02
ENSMUSG00000026069	Il1rl1	1.38798590455901	-1.55697485357353	0.330101791156053	9.593e-01
ENSMUSG00000026070	Il18r1	3.63976553077442	-0.548330346730994	0.000162315972112934	2.691e-03
ENSMUSG00000026068	Il18rap	7.01739386519226	0.935368665918376	1.99880934752787e-18	1.139e-16
