	control_S4	control_S5	control_S6	disease_S1	disease_S2	disease_S3
ENSMUSG00000104154	9.36131241840501	6.43584423935863	7.877831872088	11.8824143885285	14.2091926782418	8.19601418018264
ENSMUSG00000025912	9.13437151129216	9.92958825501046	11.7521754157378	13.8786600058013	16.0352736650038	10.0874020679171
ENSMUSG00000045210	106.662226343039	88.2630067112041	93.0488174399902	107.512085387406	115.44255738186	93.0562840765352
ENSMUSG00000041763	120.505621676923	108.67382701317	116.230306309495	134.081163960155	134.045757434498	123.780829541733
ENSMUSG00000026504	38.5232189824061	33.4663900446649	31.123893133987	38.4514929612782	33.7824982550969	29.4636202067079
ENSMUSG00000102475	1.75879203012458	0.643584423935863	1.16230306309495	1.80612698705633	1.02717055505362	1.26092525848964
ENSMUSG00000047343	0.0567352267782122	0.919406319908376	0.452006746759147	0.142588972662342	0.171195092508937	0.294215893647582
ENSMUSG00000102211	0.79429317489497	0.735525055926701	0.968585885912459	1.23577109640696	0.228260123345249	0.672493471194473
ENSMUSG00000103251	1.07796930878603	1.10328758389005	1.54973741745993	0.998122808636393	1.14130061672625	1.26092525848964
ENSMUSG00000091844	0.851028401673182	0.643584423935863	1.03315827830662	1.14071178129873	1.71195092508937	0.882647680942746
ENSMUSG00000026483	155.057374784854	125.039259507539	103.315827830662	187.266850763209	214.450385882862	203.471305878278
ENSMUSG00000019699	226.997642339627	205.30343123554	192.102867372638	187.314380420763	225.692196957615	177.496245553391
ENSMUSG00000104391	3.97146587447485	1.74687200782591	2.64746808816072	4.23013952231614	3.30977178850611	2.64794304282824
ENSMUSG00000102133	3.46084883347094	2.39045643176178	2.71204048055488	2.66166082303038	2.7961865109793	2.81606641062686
ENSMUSG00000102749	2.95023179246703	3.6776252796335	4.06806072083233	3.99249123454557	5.13585277526811	3.74074493351926
ENSMUSG00000103163	4.87922950292625	4.59703159954188	4.97207421435062	6.36897411225127	7.36138897788428	5.63213282125371
ENSMUSG00000103646	13.900130560662	14.3427385905707	15.3036569974168	18.0137402130092	15.6928834799859	14.9209488921274
ENSMUSG00000102427	3.85799542091843	3.76956591162434	5.3595085687156	3.89743191943734	2.91031657265193	4.74948514031097
ENSMUSG00000097892	0	0	0	0.665415205757595	0.171195092508937	0.336246735597237
ENSMUSG00000063659	54.5792881606401	56.7273699383468	52.4973550164553	51.0468522131184	59.5188271622737	48.8398383454986
ENSMUSG00000026049	3.00696701924524	4.13732843958769	3.16404722731403	5.98873685181836	6.9619337620301	3.48855988182133
ENSMUSG00000043019	142.745830573982	143.519326537697	139.347222786606	136.505176495415	129.537619998429	136.600236336377
ENSMUSG00000032666	38.1828076217368	50.0157038030156	41.9074826638124	59.7447795455212	55.5242750037319	51.4457505463772
ENSMUSG00000015961	85.3297810744311	88.9065911351399	94.4694100726618	79.8022950333573	80.9752787567271	71.0321228949162
ENSMUSG00000014980	14.5242180552223	14.3427385905707	15.4328017822052	13.2132448000437	16.6629890042032	13.996270369235
ENSMUSG00000026235	16.6234214460162	25.9272582214162	29.0575765773738	13.0706558273813	10.8994208897356	17.3167068832577
ENSMUSG00000032649	23.1479725255106	23.2609798936819	23.5043508314757	14.9718421295459	11.4130061672625	14.3745479467819
ENSMUSG00000026047	14.0703362409966	14.5266198545523	13.9476367571394	22.0537611051089	20.0868908543819	19.2921564548914
ENSMUSG00000091476	5.78699313137764	7.53913182324868	6.58638402420472	4.27766917987026	4.79346259025023	4.07699166911649
ENSMUSG00000041684	22.2969441238374	20.8705234619201	20.9860275281033	25.0005998734639	30.2444663432455	22.024161181619
ENSMUSG00000032908	6.58128630627261	2.66627832773429	3.938915936044	1.75859732950222	1.88314601759831	2.39575799113031
ENSMUSG00000026502	52.8772313572937	56.9112512023285	49.5270249663237	58.3664194764519	65.9101106159407	58.0866235744226
ENSMUSG00000104126	0.340411360669273	0.551643791945025	0	0.380237260432912	0.285325154181561	0.252185051697927
ENSMUSG00000026500	16.9638328066854	16.3654324943691	16.3368152757235	16.6353801439399	20.4863460702361	16.2239049925667
ENSMUSG00000026048	49.9837347916049	53.4175071866766	51.4641967381486	52.0925046793089	43.5406185281063	48.4195299260021
ENSMUSG00000026245	37.7856610342893	40.8216406039319	47.1378464477396	36.9780735771006	40.6873669862907	42.7873971047484
ENSMUSG00000104018	2.15593861757206	2.29851579977094	2.51832330337239	2.23389390504336	1.88314601759831	2.90012809452617
ENSMUSG00000026482	113.30024787609	101.778279613857	106.673592235159	80.0399433211279	72.7008492854619	91.9214513438945
ENSMUSG00000086145	0.283676133891061	0.36776252796335	0.258289569576656	0.0950593151082279	0.285325154181561	0.294215893647582
ENSMUSG00000080950	0.170205680334636	0	0.32286196197082	0.190118630216456	0.228260123345249	0.420308419496546
ENSMUSG00000012187	1.02123408200782	1.10328758389005	1.16230306309495	0.142588972662342	0.342390185017874	1.17686357459033
ENSMUSG00000008475	203.679464133782	225.530370273525	236.012094200669	234.986626947539	255.936663300861	215.071818256382
ENSMUSG00000056870	271.988677174749	294.21002237068	260.937037664816	262.316180041155	321.846773916801	230.959476513352
ENSMUSG00000102319	80.5640220250613	84.1256782716164	89.8847702126762	78.2813459916257	57.3503559904938	73.974281831392
ENSMUSG00000089877	4.36861246192234	6.34390360736779	6.06980488505141	5.56096993383133	3.13857669599718	5.71619450515302
ENSMUSG00000103071	7.489049934724	4.78091286352355	5.16579139153311	4.37272849497848	4.67933252857761	3.95089914326753
ENSMUSG00000039630	599.577876592146	576.927465742506	636.102637474909	589.510342643675	597.242612732844	578.680631962844
ENSMUSG00000104279	0.79429317489497	0.459703159954188	0.387434354364983	0.998122808636393	1.02717055505362	0.588431787295164
ENSMUSG00000026495	14.8646294158916	13.2394510066806	13.4310576179861	8.79298664751108	8.50268959461053	7.22930481534059
ENSMUSG00000032883	56.3948154175429	56.7273699383468	59.6003181798133	63.8798597527291	65.9101106159407	88.096644726476
ENSMUSG00000026480	47.6575904936982	55.1643791945025	60.8917660276966	58.8892457095472	63.4563142899793	44.8048775183318
ENSMUSG00000026494	4.36861246192234	3.12598148768848	2.3246061261899	2.51907185036804	2.05434111010724	1.76529536188549
ENSMUSG00000025915	63.9973358058233	55.3482604584842	56.0488365981343	62.168792080781	81.0323437875634	62.0795535596398
ENSMUSG00000079470	35.9701337773865	34.6616182605458	44.8132403215497	40.1625606332263	54.9536246953687	54.261816957004
ENSMUSG00000047330	7.99966697572791	15.262144910479	14.7225054658694	7.46215623599589	7.36138897788428	7.81773660263575
ENSMUSG00000050711	23.2047077522888	4.50509096755104	2.71204048055488	1.66353801439399	1.99727607927093	0.9246785228924
ENSMUSG00000055067	22.8642963916195	20.3188796699751	19.2425729334608	18.1563291856715	15.1222331716228	18.8718480353949
ENSMUSG00000054702	1.47511589623352	0.551643791945025	0.387434354364983	0.808004178419937	0.684780370035747	0.336246735597237
ENSMUSG00000026492	14.1270714677748	11.4925789988547	16.0785257061468	15.1144311022082	13.2961521848608	14.6267329984798
ENSMUSG00000038949	44.8208291547876	32.3631024607748	35.1919538548193	30.6566291224035	25.22274362965	47.2426663514117
ENSMUSG00000026043	5919.75356203866	5700.5950053279	4838.28021730991	11177.5970966585	8778.94140888912	8940.67460700467
ENSMUSG00000046101	0.397146587447485	0.36776252796335	0.516579139153311	0.23764828777057	0.228260123345249	0.294215893647582
ENSMUSG00000099032	1.30491021589888	0.919406319908376	1.29144784788328	2.3764828777057	1.54075583258043	1.21889441653998
ENSMUSG00000038936	90.662892391583	112.259511660813	105.705006349246	98.6715690823405	95.8692518050046	111.591885376333
ENSMUSG00000042772	89.4147174024624	99.2958825501046	101.636945628414	89.8310527772753	84.3421155760696	93.1823766023842
ENSMUSG00000100394	4.76575904936982	4.87285349551439	4.97207421435062	5.03814370073608	3.99455215854186	4.70745429836131
ENSMUSG00000026042	636.852920585432	667.764810149453	573.983995991723	1728.22587832514	1416.12580523393	1626.59358345163
ENSMUSG00000104476	36.1970746844994	33.1905681486924	28.9284317925854	65.2106901642443	67.2226063251759	49.3862392908441
ENSMUSG00000073643	26.9492327196508	29.421002237068	28.9284317925854	25.3333074763427	28.0189301406293	26.9838005316782
ENSMUSG00000026248	12.5952203447631	8.91824130311124	11.8813202005262	13.4033634302601	14.7227779557686	14.1223628950839
ENSMUSG00000026249	107.343049064377	127.981359731246	118.361195258502	308.134769923321	239.901389635857	243.190451520701
ENSMUSG00000042751	23.3749134326234	29.421002237068	22.858626907534	29.6585063137671	21.6847117177987	26.8997388477789
ENSMUSG00000103404	0.340411360669273	0.919406319908376	0.516579139153311	0.570355890649367	0.342390185017874	0.294215893647582
ENSMUSG00000026491	209.636662945494	203.188796699751	223.872484430566	178.711512403468	167.086410288722	189.180819615395
ENSMUSG00000025917	43.1755075782195	40.8216406039319	40.6160348159291	46.5315347454776	61.8014283957262	48.6717149777
ENSMUSG00000026479	29.5590531514485	41.5571656598586	40.6160348159291	23.0994135712994	15.6358184491496	29.2954968389092
ENSMUSG00000004364	219.224916271012	225.530370273525	221.741595481559	225.100458176284	215.021036191225	205.993156395257
ENSMUSG00000103076	16.7936271263508	15.4460261744607	19.2425729334608	17.7760919252386	12.0407215064619	13.996270369235
ENSMUSG00000103525	6.29761017238155	6.43584423935863	7.29668034054052	6.93933000290064	6.22008836115804	4.70745429836131
ENSMUSG00000101722	0.226940907112849	0.459703159954188	0.452006746759147	0.617885548203481	0.0570650308363123	0.336246735597237
ENSMUSG00000026478	780.790190921756	698.013278074439	685.823379618415	1018.37044275445	824.304370430531	888.784183867395
ENSMUSG00000103818	21.5026509489424	18.0203638702042	20.2111588193733	17.4909139799139	12.0977865372982	18.0312311964018
ENSMUSG00000079138	0	0.36776252796335	0.516579139153311	0.475296575541139	0.399455215854186	0.0840616838993091
ENSMUSG00000042708	1.47511589623352	2.48239706375261	2.26003373379574	3.80237260432912	1.36956074007149	1.42904862628826
ENSMUSG00000103543	0.397146587447485	1.01134695189921	0.710296316335803	0.475296575541139	0.399455215854186	0.294215893647582
ENSMUSG00000041144	26.4953509054251	28.5935365491505	25.4415226033006	26.5215489151956	22.654817242016	23.0329013884107
ENSMUSG00000042699	168.560358758068	142.416038953807	146.127323987993	192.209935148837	224.037311063362	173.755500619872
ENSMUSG00000101262	0.51061704100391	0.735525055926701	0.193717177182492	0.427766917987025	0.171195092508937	0.294215893647582
ENSMUSG00000042684	8.68048969706646	13.0555697426989	12.4624717320736	20.2476341180525	29.3884908807008	22.6125929689142
ENSMUSG00000099858	0.964498855229607	0.735525055926701	0.516579139153311	0.665415205757595	0.684780370035747	0.630462629244819
ENSMUSG00000101337	1.36164544267709	2.2065751677801	1.16230306309495	0.998122808636393	0.970105524217309	0.9246785228924
ENSMUSG00000025986	67.7418607731853	73.3686243286884	81.6195039862232	69.8210669469934	68.2497768802295	68.258087326239
ENSMUSG00000100213	7.20537380083294	5.24061602347774	4.97207421435062	3.99249123454557	5.13585277526811	5.16979355980751
ENSMUSG00000103129	0.964498855229607	0.183881263981675	1.87259937943075	0.475296575541139	0.456520246690498	0.336246735597237
ENSMUSG00000100033	0.79429317489497	0.643584423935863	0.387434354364983	0.808004178419937	0.456520246690498	1.30295610043929
ENSMUSG00000056763	80.7342277053959	77.6898340322577	88.9161843267637	94.3463702449162	83.8855953293791	91.6692662921966
ENSMUSG00000042671	5.38984654393016	2.2065751677801	0.968585885912459	11.5972364432038	11.2988761055898	10.0874020679171
ENSMUSG00000026109	40.4522166928653	33.4663900446649	26.797542843578	20.6754010360396	13.4102822465334	22.024161181619
ENSMUSG00000026475	5.33311131715194	13.0555697426989	16.2722428833293	17.8236215827927	22.9401423961975	30.5564220973989
ENSMUSG00000099924	2.3261442979067	2.11463453578926	2.64746808816072	1.94871595971867	0.570650308363123	1.55514115213722
ENSMUSG00000099625	1.47511589623352	1.4710501118534	0.710296316335803	0.522826233095253	0.114130061672625	0.630462629244819
ENSMUSG00000045954	252.30155348271	231.046808192975	226.584524911121	128.187486423445	89.8774235671919	194.897014120548
ENSMUSG00000066800	37.7856610342893	28.869358445123	26.2163913120305	41.0656241267545	48.0487559641749	38.6263437517325
ENSMUSG00000100183	0.283676133891061	0.36776252796335	0.258289569576656	0.855533835974051	0.855975462544684	0.882647680942746
ENSMUSG00000067851	163.908070162255	134.876907130559	142.704987191102	151.904785542948	166.287499857014	144.460003780963
ENSMUSG00000102556	5.73025790459943	5.97614107940444	5.16579139153311	6.32144445469715	6.0488932686491	5.0857318759082
ENSMUSG00000038608	251.33705462748	242.263565295857	249.05571746429	303.524393140572	301.303362815729	294.846356276827
ENSMUSG00000042641	0.907763628451395	1.28716884787173	2.06631655661324	0.475296575541139	0.627715339199435	0.882647680942746
ENSMUSG00000103192	2.38287952468491	2.85015959171596	3.16404722731403	5.32332164606076	2.68205644930668	3.02622062037513
ENSMUSG00000104488	1.872262483681	1.65493137583508	1.03315827830662	4.37272849497848	4.1657472510508	3.48855988182133
ENSMUSG00000102721	1.81552725690279	1.28716884787173	2.06631655661324	4.37272849497848	3.76629203519661	2.7740355686772
ENSMUSG00000045968	1.58858634978994	2.48239706375261	1.74345459464243	0.855533835974051	0.74184540087206	0.9246785228924
ENSMUSG00000102459	0.737557948116758	0.735525055926701	0.387434354364983	0.427766917987025	0	0.168123367798618
ENSMUSG00000026107	32.3958144903591	24.7320300055353	33.3839268677827	28.5177945324684	35.8368393652041	91.6692662921966
ENSMUSG00000026473	1003.53269125302	1012.90994264306	1103.28389644668	1117.51730841233	490.302744945595	1023.03069305459
ENSMUSG00000101903	1.24817498912067	0.827465687917538	0.645723923941639	1.47341938417753	1.54075583258043	0.630462629244819
ENSMUSG00000066797	0.624087494560334	0.36776252796335	0.516579139153311	1.23577109640696	0.855975462544684	0.798585997043437
ENSMUSG00000048960	567.011856421452	671.534376061078	616.795492149054	523.919415218998	406.074759431198	470.91355320393
ENSMUSG00000067158	52.8204961305155	45.9703159954188	43.9092268280315	36.9305439195465	28.133060202302	36.6508941800988
ENSMUSG00000079465	34.4382826543748	38.4311841721701	33.0610649058119	24.7154219281392	14.437452801587	31.1028230427444
ENSMUSG00000097564	0.51061704100391	0.551643791945025	0.774868708729967	0.427766917987025	0.627715339199435	0.4623392614462
ENSMUSG00000096950	0.567352267782122	0.0919406319908376	0.516579139153311	0.998122808636393	0.570650308363123	0.504370103395855
ENSMUSG00000056708	14.3540123748877	12.5958665827447	18.0802698703659	16.2076132259529	20.4863460702361	15.7195348891708
ENSMUSG00000026471	32.7929610778066	31.6275774048481	30.8010311720162	51.0468522131184	50.2742921667911	55.2705571637958
ENSMUSG00000057715	10.6094874075257	2.29851579977094	1.54973741745993	1.47341938417753	1.59782086341674	2.35372714918066
ENSMUSG00000026470	66.8908323715121	67.8521864092381	73.4833825445585	71.4370753038333	67.5649965101938	79.6484454945954
ENSMUSG00000104181	1.64532157656815	0.643584423935863	1.48516502506577	1.56847869928576	1.48369080174412	2.26966546528135
ENSMUSG00000033722	9.75845900585249	11.0328758389005	10.4607275678546	12.928066854719	12.5543067839887	13.2397152141412
ENSMUSG00000026150	140.136010142184	140.209463786027	139.218078001817	135.697172316995	153.447867918844	131.178257724872
ENSMUSG00000101450	6.29761017238155	7.81495371922119	6.2635220622339	5.51344027627722	4.79346259025023	6.935088921693
ENSMUSG00000026469	79.7697288501663	78.2414778242028	78.1325947969383	88.024925790219	85.0268959461053	88.0125830425767
ENSMUSG00000018417	199.197381218303	254.583609982629	269.589738245634	171.867241715676	138.49682983973	187.33146256961
ENSMUSG00000101724	1.4183806694553	1.56299074384424	3.29319201210236	1.3783600690693	1.08423558588993	1.63920283603653
ENSMUSG00000100313	1.81552725690279	2.85015959171596	3.938915936044	1.94871595971867	1.36956074007149	2.47981967502962
ENSMUSG00000026490	420.067619065883	408.492227935291	400.86541198297	276.147310389402	232.711195750481	271.519238994769
ENSMUSG00000033701	16.6801566727944	15.1702042784882	14.9162226430519	16.8254987741563	14.437452801587	15.8456274150198
ENSMUSG00000102194	6.01393403849049	5.79225981542277	6.45723923941639	2.99436842590918	2.11140614094355	5.0857318759082
ENSMUSG00000062939	1.64532157656815	1.37910947986256	1.74345459464243	2.0437752748269	1.99727607927093	1.42904862628826
ENSMUSG00000109599	4.87922950292625	9.74570699102878	7.49039751772301	7.03438931800886	7.36138897788428	9.87724785816882
ENSMUSG00000033684	36.1970746844994	34.6616182605458	32.286196197082	38.9267895368193	32.8694577617159	40.7699166911649
ENSMUSG00000016918	210.601161800724	197.764299412292	174.92661099579	218.113598515829	157.499485108222	153.706789009887
ENSMUSG00000033671	182.744165452621	172.756447510784	182.094146551542	164.16743719191	163.548378376871	174.638148300815
ENSMUSG00000026489	14.694423735557	17.8364826062225	15.1745122126285	14.8292531568836	6.9619337620301	17.6109227769053
ENSMUSG00000025938	3.97146587447485	1.56299074384424	1.35602024027744	0.427766917987025	0.855975462544684	0.420308419496546
ENSMUSG00000026159	154.206346383181	157.678183864286	157.814927011337	137.883536564485	138.040309593039	143.409232732221
ENSMUSG00000038496	1.92899771045921	2.11463453578926	0.968585885912459	1.28330075396108	0.855975462544684	1.13483273264067
ENSMUSG00000010609	17.9850668886933	14.9863230145065	15.368229389811	18.8217443914291	20.2580859468909	22.0661920235686
ENSMUSG00000026163	33.0766372116977	46.7977816833363	39.7120213224108	27.8048496691567	17.4618994359116	24.9242892761452
ENSMUSG00000104374	0.851028401673182	0.36776252796335	0.32286196197082	0.332707602878798	0.171195092508937	0.336246735597237
ENSMUSG00000038855	129.810198868549	183.605442085703	183.579311576608	113.120584978791	91.4181793997723	135.00306434229
ENSMUSG00000104388	13.1625726125452	10.5731726789463	10.7190171374312	9.69605014103924	10.1005104580273	8.44819923188057
ENSMUSG00000103123	1.70205680334636	0.735525055926701	2.38917851858406	1.80612698705633	1.36956074007149	1.00874020679171
ENSMUSG00000103772	6.86496244016367	4.13732843958769	5.42408096110977	4.80049541296551	5.47824296028598	4.45526924666338
ENSMUSG00000053963	1.30491021589888	3.21792211967932	2.38917851858406	7.27203760577943	8.55975462544684	9.20475438697435
ENSMUSG00000104210	0	0.0919406319908376	0.129144784788328	0.190118630216456	0.74184540087206	0.210154209748273
ENSMUSG00000045658	101.556055933	71.7136929528533	72.7085138358286	123.054283407601	130.678920615155	101.966822569862
ENSMUSG00000102750	7.71599084183685	6.52778487134947	6.52181163181055	7.98498246909114	8.44562456377422	8.53226091577988
ENSMUSG00000048402	13.7299248803273	14.710501118534	17.7574079083951	15.8273759655199	6.61954357701222	9.96130954206813
ENSMUSG00000037035	21.672856629277	18.3881263981675	22.4066201607749	16.0650242532905	9.64399021133678	13.4078385819398
ENSMUSG00000036766	6.41108062593797	4.04538780759685	2.58289569576656	4.18260986476203	4.67933252857761	2.64794304282824
ENSMUSG00000005886	107.513254744712	89.5501755590758	86.9144401625446	81.7034813355219	84.4562456377422	83.5152829539636
ENSMUSG00000004451	43.856330299558	42.5685126117578	44.3612335747906	40.7804461814298	47.6493007483208	48.797807503549
ENSMUSG00000103506	2.43961475146312	2.11463453578926	2.38917851858406	2.51907185036804	1.76901595592568	2.311696307231
ENSMUSG00000103495	2.43961475146312	1.83881263981675	3.55148158167901	3.754842946775	1.65488589425306	2.43778883307996
ENSMUSG00000102639	0.737557948116758	0.551643791945025	0.645723923941639	1.04565246619051	0.855975462544684	0.882647680942746
ENSMUSG00000098923	12.7654260250977	12.3200446867722	16.9825391996651	14.6866641842212	15.7499485108222	16.307966676466
ENSMUSG00000104170	3.17717269957988	2.2065751677801	2.84118526534321	3.70731328922089	1.88314601759831	2.90012809452617
ENSMUSG00000101731	0.283676133891061	0.36776252796335	0.516579139153311	0.0950593151082279	0.0570650308363123	0.168123367798618
ENSMUSG00000103085	9.13437151129216	8.09077561519371	8.00697665687632	9.2207535654981	7.58964910122953	7.43945902508886
ENSMUSG00000102664	4.42534768870055	4.04538780759685	4.13263311322649	4.0875505496538	2.62499141847037	4.11902251106615
ENSMUSG00000026496	52.3098790895116	58.4742419461727	58.5671599015067	66.0186943426643	60.8313228715089	67.3334088033466
ENSMUSG00000025935	205.608461844241	212.93450369078	188.874247752929	232.087317836738	251.599720957301	220.115519290341
ENSMUSG00000025937	50.7212927397217	46.6139004193546	45.7818262074622	45.0581153613	49.8177719201006	51.0674729688303
ENSMUSG00000102982	1.53185112301173	1.93075327180759	1.67888220224826	1.90118630216456	1.71195092508937	2.18560378138204
ENSMUSG00000026219	400.834377188069	359.487871084175	373.486717607844	404.71503407328	425.305674823035	399.166905995869
ENSMUSG00000103505	6.58128630627261	6.6197255033403	7.6841146949055	7.74733418132057	7.76084419373847	7.94382912848471
ENSMUSG00000104503	8.68048969706646	8.45853814315706	8.71727297321213	9.26828322305222	9.13040493380996	8.28007586408195
ENSMUSG00000073633	2.04246816401564	2.9421002237068	2.45375091097823	1.99624561727279	2.28260123345249	2.68997388477789
ENSMUSG00000026220	2.04246816401564	2.39045643176178	0.839441101124131	0.855533835974051	0.399455215854186	0.882647680942746
ENSMUSG00000026104	36.3105451380558	35.2132620524908	39.8411661071991	45.2957636490706	36.1221645193857	51.8660589658737
ENSMUSG00000026383	30.9774338209038	30.8001117169306	34.9982366776368	24.4777736403687	20.5434111010724	25.1344434858934
ENSMUSG00000102687	0.397146587447485	0.36776252796335	0.258289569576656	0.617885548203481	0.171195092508937	0.588431787295164
ENSMUSG00000060743	111.7116615263	129.636291107081	123.526986650036	194.396299396326	237.333463248223	184.93570457848
ENSMUSG00000073485	4.87922950292625	3.58568464764267	3.68062636646734	2.75672013813861	3.36683681934242	3.15231314622409
ENSMUSG00000038806	27.2329088535418	27.3983083332696	29.5741557165271	23.9074177497193	25.22274362965	23.9996107532528
ENSMUSG00000052477	0.170205680334636	0.36776252796335	0	0.617885548203481	0.399455215854186	0.0840616838993091
ENSMUSG00000064281	0.283676133891061	0.459703159954188	0.193717177182492	0.285177945324684	0.342390185017874	0.546400945345509
ENSMUSG00000101279	0.340411360669273	0.183881263981675	0.32286196197082	0.190118630216456	0.228260123345249	0.126092525848964
ENSMUSG00000025932	0.453881814225697	0.643584423935863	0.516579139153311	0.617885548203481	0.627715339199435	0.4623392614462
ENSMUSG00000054493	1.13470453556424	1.4710501118534	1.22687545548911	1.09318212374462	0.684780370035747	0.840616838993091
ENSMUSG00000089844	0.680822721338546	0.0919406319908376	0.32286196197082	0.808004178419937	0.285325154181561	0.126092525848964
ENSMUSG00000026520	15.4319816836737	14.8943823825157	17.7574079083951	16.8730284317104	12.7255018764976	18.7457555095459
ENSMUSG00000025930	1.98573293723743	1.37910947986256	2.13088894900741	3.08942774101741	2.22553620261618	1.55514115213722
ENSMUSG00000103492	1.07796930878603	0.36776252796335	0.193717177182492	0.332707602878798	0.285325154181561	0.252185051697927
ENSMUSG00000038793	3.17717269957988	2.85015959171596	3.42233679689069	2.89930911080095	3.82335706603292	2.7740355686772
ENSMUSG00000026384	118.519888739685	98.8361793901504	96.7940161988517	105.801017715458	105.113786800487	102.555254357157
ENSMUSG00000103146	9.19110673807037	4.96479412750523	7.49039751772301	7.50968589355	5.70650308363123	6.76696555389439
ENSMUSG00000036975	5.73025790459943	7.90689435121203	4.32635029040898	6.08379616692658	5.82063314530385	8.11195249628333
ENSMUSG00000032769	5.1061704100391	0.183881263981675	0.387434354364983	0	0	0
ENSMUSG00000092083	31.2611099547949	5.60837855144109	3.0349024425257	0.427766917987025	0.798910431708372	0.210154209748273
ENSMUSG00000026519	51.2886450075038	47.9010692672264	39.1954421832575	41.0180944692003	36.6357497969125	39.8452381682725
ENSMUSG00000026387	1.30491021589888	0.643584423935863	1.42059263267161	0.522826233095253	0.342390185017874	1.09280189069102
ENSMUSG00000038776	110.520221763957	111.156224076923	114.357706930064	93.5858957240504	68.7633621577563	103.185716986402
ENSMUSG00000050777	3.06370224602346	1.56299074384424	2.06631655661324	8.27016041441583	10.2146405196999	6.72493471194473
ENSMUSG00000026516	58.6074892618932	65.093967449513	70.3839077096387	66.0186943426643	62.1438185807441	67.6276246969942
ENSMUSG00000062169	64.6214233003837	63.8067986016413	65.2826887104997	62.976796259201	69.6764026511373	57.2039758934799
ENSMUSG00000026103	611.265333308458	563.044430311889	556.355732868116	504.384725964257	649.970701225597	439.054175006092
ENSMUSG00000002881	165.723597419158	168.251356543233	157.362920264577	119.014262515501	148.996795513611	115.963092939097
ENSMUSG00000101501	0.397146587447485	1.19522821588089	0.32286196197082	0.712944863311709	0.456520246690498	0.336246735597237
ENSMUSG00000100120	0.51061704100391	1.19522821588089	0.258289569576656	0.285177945324684	0.570650308363123	0.336246735597237
