	logFC	logCPM	PValue	QValue	gene_symbol
ENSMUSG00000102427	-0.16487243761529	2.07413245190279	0.578370758892558	0.787661585552009	Gm37463
ENSMUSG00000097892	5.83401943349647	-1.55117639660498	6.80909451656254e-05	0.000871065274462177	Gm26801
ENSMUSG00000063659	-0.0396490356593681	5.75395258696343	0.780649813663474	0.91005941370267	Zbtb18
ENSMUSG00000026049	0.677324083768211	2.19680458194784	0.0435743498471432	0.153143741917659	Tex30
ENSMUSG00000043019	-0.0798118920476179	7.11006601373742	0.518198702769165	0.74162891581751	Edem3
ENSMUSG00000032666	0.360638343646942	5.632205103656	0.0207416193538128	0.0884462685786776	1700025G04Rik
ENSMUSG00000015961	-0.213448061388802	6.38378999077007	0.104507811250513	0.279811778792828	Adss2
ENSMUSG00000014980	-0.0171491421256594	3.88779399153398	0.940080565671142	0.990473141457331	Tsen15
ENSMUSG00000026235	-0.789897068936543	4.23562742079268	0.00303476617263626	0.0202343513763273	Epha4
ENSMUSG00000032649	-0.775147104163746	4.20867647180581	7.04371722371614e-06	0.000121922976898744	Colgalt2
ENSMUSG00000026047	0.530805686624844	4.12844289486268	0.000975144566676839	0.00810603374773937	Poglut2
ENSMUSG00000091476	-0.592886863902098	2.47345773402375	0.0112464044067268	0.0555287595284761	Catspere2
ENSMUSG00000041684	0.26510340179623	4.56692156338186	0.125784931792696	0.318490597222753	Bivm
ENSMUSG00000032908	-1.13613537782864	1.72292160083219	0.00325129634444043	0.0213681291937271	Sgpp2
ENSMUSG00000026502	0.195574053199121	5.83456338179615	0.153286336125154	0.360073886465198	Desi2
ENSMUSG00000104126	0.107095115065115	-1.30241652429104	1	1	Gm37486
ENSMUSG00000026500	0.099901925552049	4.11142362393981	0.564544034928845	0.777023926609198	Cox20
ENSMUSG00000026048	-0.102889941092225	5.64155357041588	0.450088068439196	0.687272356592227	Ercc5
ENSMUSG00000026245	-0.061777485073665	5.36247550747024	0.6833556104505	0.857855419529904	Farsb
ENSMUSG00000104018	0.0204913521536192	1.29507733526345	1	1	4833412K13Rik
ENSMUSG00000026482	-0.394989269708758	6.56209177917036	0.00576653910288925	0.0331523714092539	Rgl1
ENSMUSG00000086145	-0.394016447853853	-1.44136867845148	0.608296028179684	0.807924126794147	Gm15479
ENSMUSG00000080950	0.658305351054365	-1.49942736906398	0.429169631572794	0.669574667775033	Gm7278
ENSMUSG00000012187	-0.95029052242487	-0.122484479478398	0.190409845194914	0.412368391956981	Mogat1
ENSMUSG00000008475	0.0857997834988499	7.83697760561243	0.545138064842658	0.762794320805451	Arpc5
ENSMUSG00000056870	-0.0211696309980601	8.09697452214271	0.897635217798739	0.972298443310388	Gulp1
ENSMUSG00000102319	-0.279546464276365	6.2752761305571	0.0759870217335753	0.224765549096881	Gm37626
ENSMUSG00000089877	-0.206121480402975	2.40387108827298	0.497197655132384	0.726352034251817	Gm16102
ENSMUSG00000103071	-0.436415756327039	2.37152832329123	0.110529088779929	0.291149457180697	Gm38110
ENSMUSG00000039630	-0.0381350295715512	9.2202654737213	0.771274413333534	0.904263138968533	Hnrnpu
ENSMUSG00000104279	0.616032835053389	-0.251442305948805	0.207409934707515	0.43404952304996	Gm38300
ENSMUSG00000026495	-0.764357819285148	3.46728815746271	5.8185770469348e-05	0.000764337875540823	Efcab2
ENSMUSG00000032883	0.335707087361109	6.02814275413264	0.0398282601338379	0.143601601041444	Acsl3
ENSMUSG00000026480	0.0295475250198607	5.78772276861872	0.86938260578988	0.957556529637159	Ncf2
ENSMUSG00000026494	-0.638615391384125	1.47375065221143	0.0631531728187967	0.198917833990132	Kif26b
ENSMUSG00000025915	0.225126583607525	5.99050755105053	0.158399444221109	0.36704481174682	Sgk3
ENSMUSG00000079470	0.370398402520289	5.46903951141593	0.0422522932637324	0.149546950459367	Utp14b
ENSMUSG00000047330	-0.739360740089536	3.33797775377385	0.00725126185148019	0.0395593483783346	Kcne4
ENSMUSG00000050711	-2.73173235599733	2.5646569953273	0.000450713549669744	0.00429311542184536	Scg2
ENSMUSG00000055067	-0.258671995857518	4.26280053660102	0.134535474793119	0.332520339684343	Smyd3
ENSMUSG00000054702	-0.438026270303153	-0.28399163263233	0.525008691931624	0.746627830405511	Ap1s3
ENSMUSG00000026492	0.0407607362129213	3.83408973033084	0.837398180626683	0.941882615079676	Tfb2m
ENSMUSG00000038949	-0.124008331440792	5.17234151362248	0.624423181699128	0.817800718290843	Cnst
ENSMUSG00000026043	0.812088453804209	12.8840759882793	1.6565554768457e-06	3.47694792749919e-05	Col3a1
ENSMUSG00000046101	-0.73651231231349	-1.17021102760956	0.22197673801487	0.453390766438892	Mcmdc2
ENSMUSG00000099032	0.522111233690858	0.665053045299689	0.179217011840626	0.3966289510116	Tcf24
ENSMUSG00000038936	-0.0103218551213007	6.68033741825652	0.940968193432197	0.990982945736179	Sccpdh
ENSMUSG00000042772	-0.118146618243068	6.53990219393271	0.364224308581005	0.611235352199738	Smg7
ENSMUSG00000100394	-0.0842512573849719	2.27365675861517	0.739959492536036	0.889010323285723	Gm28791
ENSMUSG00000026042	1.34470711771235	10.1144048013602	1.37555919233503e-18	1.99513002579296e-16	Col5a2
ENSMUSG00000104476	0.885757974485591	5.55090846515662	3.73978177700332e-07	9.1989883686733e-06	Gm38211
ENSMUSG00000073643	-0.0854286141176346	4.79192837225279	0.552993002819827	0.768518855633634	Wdfy1
ENSMUSG00000026248	0.32948637045372	3.67484130485912	0.0940436663787281	0.260858922132819	Mrpl44
ENSMUSG00000026249	1.16229521648865	7.57775587799733	4.59170431653373e-13	3.5243844336139e-11	Serpine2
ENSMUSG00000042751	0.0535773852234676	4.68672342160317	0.790143531461038	0.915615659824624	Nmnat2
ENSMUSG00000103404	-0.485719169234977	-0.782340609795399	0.413249612533621	0.656702670184671	Gm37932
ENSMUSG00000026491	-0.251108530828517	7.61010067739308	0.0573600644508712	0.185760984154721	Ahctf1
ENSMUSG00000025917	0.331684381880187	5.55691468638918	0.0343626380760999	0.129280973412962	Cops5
ENSMUSG00000026479	-0.712119567329851	4.90650832617277	0.00466554188798968	0.0282815117077293	Lamc2
ENSMUSG00000004364	-0.044753642906827	7.77395105261915	0.724337146257834	0.88064072649361	Cul3
ENSMUSG00000103076	-0.23331295342167	3.9990805460179	0.262423732916929	0.502461173249812	Gm37902
ENSMUSG00000103525	-0.168735918349707	2.68059709018168	0.491840744903016	0.721687086780869	Gm37262
ENSMUSG00000101722	-0.113158701073879	-1.09030252018618	1	1	NA
ENSMUSG00000026478	0.335512382092689	9.6727316609906	0.0251445814135563	0.102602966959352	Lamc1
ENSMUSG00000103818	-0.326361200122226	4.16991814211503	0.11292815695014	0.295213433041441	Gm38009
ENSMUSG00000079138	0.132054956393347	-1.29476861043793	1	1	Gm8818
ENSMUSG00000042708	0.0982514121611408	1.1650451270181	0.871655675191419	0.958559196835234	Shcbp1l
ENSMUSG00000103543	-0.800807253496185	-0.682462149956346	0.151732174486167	0.35794496484785	Gm37669
ENSMUSG00000041144	-0.15501458117282	4.67506354538511	0.310863145557004	0.557829591656088	Dnah7b
ENSMUSG00000042699	0.367426232776281	7.44848687914421	0.0174922801739974	0.077628222059367	Dhx9
ENSMUSG00000101262	-0.611121810762995	-1.04920866945276	0.344579572377684	0.59230510720679	Gm8326
ENSMUSG00000042684	1.08334037300086	4.1638170011883	3.40382408740864e-06	6.49010193855767e-05	Npl
ENSMUSG00000099858	-0.178096165253242	-0.303807198006378	0.775387600859945	0.906861118545518	Gm6652
ENSMUSG00000101337	-0.672232648100568	0.412507592510965	0.0812328358291135	0.235739998664563	Dnah7c
ENSMUSG00000025986	-0.110129812664345	6.16207833957608	0.410123528722603	0.653382920427623	Slc39a10
ENSMUSG00000100213	-0.292332454733434	2.43078957276204	0.282381898268201	0.525508689715825	Gm28151
ENSMUSG00000103129	-1.27632291473974	-0.287086795814996	0.0667054936723511	0.2064008033052	Gm37393
ENSMUSG00000100033	0.505630164922167	-0.192781839045949	0.389736673081149	0.635096232106745	Gm8337
ENSMUSG00000056763	0.125608429873594	6.43200264339247	0.342787077393833	0.590778705984263	Cspp1
ENSMUSG00000042671	1.9305449787631	2.84625324106172	0.000148059295488456	0.00168042905742996	Rgs8
ENSMUSG00000026109	-0.842059451491196	4.71090906563898	0.000456812685022561	0.00434323127428096	Tmeff2
ENSMUSG00000026475	1.04390252869476	4.1588931128722	0.00764397013128537	0.0411189978493976	Rgs16
ENSMUSG00000099924	-0.78417387702073	0.964332034137754	0.0720824306214641	0.217271462104043	Gm28320
ENSMUSG00000099625	-1.46808457142583	-0.164665965549455	0.00947454934924328	0.048618271717778	Gm29325
ENSMUSG00000045954	-0.781287319759425	7.54848565661948	0.00272879629468875	0.0185186559772827	Cavin2
ENSMUSG00000066800	0.45678441930087	5.20680911555415	0.0131774613698872	0.0625587336501348	Rnasel
ENSMUSG00000100183	1.52429440526491	-0.456442984517549	0.00173493248844779	0.0129848274606923	Gm28512
ENSMUSG00000067851	0.0666082368842349	7.23667861066573	0.639241686261465	0.826612706238352	Arfgef1
ENSMUSG00000102556	0.0496028645854631	2.54328609441198	0.843991282364369	0.945556182580707	Gm37569
ENSMUSG00000038608	0.276560825594925	8.09732805389006	0.027358934678795	0.109264290776631	Dock10
ENSMUSG00000042641	-1.08165931247759	0.157494777360162	0.0229846884407314	0.0958707209439886	Rgsl1
ENSMUSG00000103192	0.398399658046457	1.7563883482899	0.273537706367681	0.515065941679532	Gm37645
ENSMUSG00000104488	1.39292587550943	1.56183433230002	1.2807083704019e-05	0.000207029805825691	Gm38062
ENSMUSG00000102721	1.05153678429702	1.51575895490297	0.00134773188699449	0.0106237441212073	A630081D01Rik
ENSMUSG00000045968	-1.16300440980471	0.518473546151927	0.00147378292738269	0.0114274695004585	Teddm2
ENSMUSG00000102459	-1.56335982767393	-1.01211912038633	0.0419369758910306	0.148831680722961	Gm38352
ENSMUSG00000026107	0.78527332040459	5.3694491447813	0.0534660369462546	0.176938508735906	Nabp1
ENSMUSG00000026473	-0.245843367997476	9.90469456610211	0.387332230988493	0.633121236098514	Glul
ENSMUSG00000101903	0.389982719915558	0.243055127639476	0.413869817928289	0.656977551686236	NA
ENSMUSG00000066797	0.887174567743454	-0.186897952383593	0.0499407954052818	0.16875082418936	Zfp648
ENSMUSG00000048960	-0.405109175599545	9.08418898455539	0.00959234239938035	0.0490551989231527	Prex2
ENSMUSG00000067158	-0.487810833996705	5.35105686937897	0.00327832632561577	0.0215055007957957	Col4a4
ENSMUSG00000079465	-0.589343165806768	4.87893341637944	0.0256785726644401	0.104036202188471	Col4a3
ENSMUSG00000097564	-0.293515930536353	-0.593738860071288	0.579063397144925	0.788085310642265	C430014B12Rik
ENSMUSG00000096950	0.725195913282133	-0.543814510857356	0.218192009039173	0.44869425463018	Gm9530
ENSMUSG00000056708	0.213106481874372	4.03377611988874	0.305457511547888	0.551707053019893	Ier5
ENSMUSG00000026471	0.717621924270381	5.39776858979554	6.80099333353627e-08	1.97830830978702e-06	Mr1
ENSMUSG00000057715	-1.41596843430217	1.78091712660067	0.0380759018250579	0.139005859255856	A830018L16Rik
ENSMUSG00000026470	0.0709218254725369	6.15529343717056	0.600950386558569	0.802348119585656	Stx6
ENSMUSG00000104181	0.460559456660927	0.7504493895247	0.256954374999738	0.49500066940429	Gm8850
ENSMUSG00000033722	0.313776992897063	3.56049095619874	0.0780766315373611	0.228950033165399	BC034090
ENSMUSG00000026150	0.0022758871661349	7.13019109064449	0.986491986448827	1	Mff
ENSMUSG00000101450	-0.227844812661253	2.66811585988393	0.347571634435679	0.595404336875194	Gm28941
ENSMUSG00000026469	0.144723376609718	6.37501528914919	0.233640277619228	0.467517392075253	Xpr1
ENSMUSG00000018417	-0.538916868069064	7.66930787703813	0.00271085801814393	0.0184266499610811	Myo1b
ENSMUSG00000101724	-0.609405241990533	0.868654954529984	0.154839455831788	0.362227874927511	Gm29453
ENSMUSG00000100313	-0.553948652082703	1.3114828647087	0.168359809272815	0.381261456747775	Gm28323
ENSMUSG00000026490	-0.655581727065419	8.3880899657553	2.19394907096131e-06	4.46237358910902e-05	Cdc42bpa
ENSMUSG00000033701	0.00987491729451612	3.97896577609356	0.965975864928866	1	Acbd6
ENSMUSG00000102194	-0.830940764070824	2.26736246064262	0.0150593595810718	0.0693634234230228	Gm38169
ENSMUSG00000062939	0.176398732099476	0.871255948209037	0.611167363713269	0.809222560586977	Stat4
ENSMUSG00000109599	0.147602737576235	2.9683343433255	0.651858244709176	0.836132971423907	Gm31812
ENSMUSG00000033684	0.127226623881189	5.17337507223722	0.402793255254631	0.64620832643681	Qsox1
ENSMUSG00000016918	-0.140056318036461	7.53555114298827	0.433453740990502	0.67300264796604	Sulf1
ENSMUSG00000033671	-0.0979597915661089	7.4382482171526	0.438206512973997	0.676844974614875	Cep350
ENSMUSG00000026489	-0.271037058678685	3.86912710022211	0.401271296372683	0.644996685571224	Coq8a
ENSMUSG00000025938	-2.03816140573489	0.584364611430153	0.000423233697806026	0.00407183343941378	Slco5a1
ENSMUSG00000026159	-0.163462808447208	7.21205484449143	0.184140299309814	0.403695886040311	Agfg1
ENSMUSG00000038496	-0.589849977572232	0.546567813632888	0.153783706362776	0.360761308256056	Slc19a3
ENSMUSG00000010609	0.335700189726155	4.20209802203832	0.0474934628661378	0.162942090952324	Psen2
ENSMUSG00000026163	-0.764699785999577	4.98376813304175	0.000461052635808889	0.00437563085906893	Sphkap
ENSMUSG00000104374	-0.879254318142844	-0.975058382170511	0.156686236418754	0.365052631530606	Gm37517
ENSMUSG00000038855	-0.548742123261275	7.12374114647992	0.00699776227377778	0.0384255713785432	Itpkb
ENSMUSG00000104388	-0.29359422250287	3.39860899660737	0.147549030754824	0.351985443035924	Gm37033
ENSMUSG00000103123	-0.235313034177493	0.702913957577416	0.657584235016165	0.839279891165492	Gm37390
ENSMUSG00000103772	-0.173676576022999	2.41054258706239	0.545674334127418	0.763155472483606	Gm36933
ENSMUSG00000053963	1.88738860074357	2.4717081788345	1.54935128348968e-08	5.16393135389404e-07	Stum
ENSMUSG00000104210	2.30448457510083	-1.52610655189407	0.0256361886624624	0.103943451659967	Gm37984
ENSMUSG00000045658	0.530545075505744	6.65045443307451	0.00407437968534788	0.0254797142915704	Pid1
ENSMUSG00000102750	0.259974475496103	2.95692425815228	0.199560973772697	0.424736615574441	Gm37058
ENSMUSG00000048402	-0.509288585679422	3.72019173073557	0.104300629856387	0.279454961504992	Gli2
ENSMUSG00000037035	-0.674601870232611	4.08795201793966	0.00247169894076432	0.017099440928689	Inhbb
ENSMUSG00000036766	-0.189684747090356	2.06926167124	0.650782912250499	0.83556870742004	Dner
ENSMUSG00000005886	-0.186683977892225	6.47649803603906	0.181311436616134	0.399202656651057	Ncoa2
ENSMUSG00000004451	0.0688057187261135	5.4851619008816	0.622039301642481	0.816668279455004	Ralb
ENSMUSG00000103506	-0.0734548865906108	1.24974349820661	0.833750617628416	0.939830755128662	Gm38376
ENSMUSG00000103495	-0.00264984607293627	1.46032679087729	1	1	Gm37409
ENSMUSG00000102639	0.498227029036127	-0.119420711694546	0.232817903200366	0.466589796284249	Gm38223
ENSMUSG00000098923	0.149187394226077	3.90107249947921	0.446625201666621	0.683821681439335	Tmem185b
ENSMUSG00000104170	0.0400153448486695	1.54966606714595	0.906076470801536	0.975164743740192	Gm37702
ENSMUSG00000101731	-1.73580066525169	-1.54742796075986	0.0111216889227725	0.0550742264503953	3830432H09Rik
ENSMUSG00000103085	-0.0601046075329395	3.0637911308819	0.778425422564012	0.908551776802131	Gm38120
ENSMUSG00000102664	-0.21271810440993	2.00661579408842	0.448885882547981	0.686183965392251	Gm38380
ENSMUSG00000026496	0.198899002039887	5.92409756347498	0.133436268916505	0.330697404146007	Parp1
ENSMUSG00000025935	0.212545419260085	7.77255498132994	0.116230341515948	0.301002378084215	Tram1
ENSMUSG00000025937	0.0273971977953897	5.59388084612493	0.840071978244642	0.943124634306468	Lactb2
ENSMUSG00000102982	0.195554778224518	0.958164194284105	0.577059642645665	0.786862134905522	Gm38319
ENSMUSG00000026219	0.116294041965537	8.6219186998033	0.376944785419345	0.623527275613831	Trip12
ENSMUSG00000103505	0.165684213957906	2.91072127098972	0.414586904467061	0.657703642441484	Gm38374
ENSMUSG00000104503	0.0425819022496696	3.14925334786786	0.838029409450111	0.942043938038363	Gm37738
ENSMUSG00000073633	-0.0726036239331732	1.32004744949262	0.81592486914334	0.930217158505642	Fbxo36
ENSMUSG00000026220	-1.26324543104936	0.364096978795926	0.0127990180392071	0.0611069576350886	Slc16a14
ENSMUSG00000026104	0.259848145019675	5.355173483017	0.130093528257564	0.325365322010325	Stat1
ENSMUSG00000026383	-0.462899998255555	4.80213157616814	0.00324841654540837	0.0213558763258779	Epb41l5
ENSMUSG00000102687	0.456085511469087	-0.916576441250023	0.565222363458111	0.777550466109859	Gm37219
ENSMUSG00000060743	0.757333800631653	7.35545328154309	8.51009125383946e-07	1.93278325226239e-05	H3f3a
ENSMUSG00000073485	-0.400862227386374	1.87535399555881	0.146871398612871	0.351005952753101	H3f3aos
ENSMUSG00000038806	-0.204407166733848	4.71782065128905	0.154671421543079	0.362104611420611	Sde2
ENSMUSG00000052477	1.07988314153873	-1.37483718774204	0.32738616102944	0.574729654733575	Sp140l2
ENSMUSG00000064281	0.400489805048966	-1.09556503050426	0.679423970119986	0.855114632890091	Rpl19-ps1
ENSMUSG00000101279	-0.703297773790054	-1.55613035470634	0.358604073582467	0.6054583286232	Gm18342
ENSMUSG00000025932	0.099096509116371	-0.598666889575072	1	1	Eya1
ENSMUSG00000054493	-0.518149211490031	0.216775202505444	0.170792967843237	0.384659124728113	Gm9947
ENSMUSG00000089844	0.0911959028826041	-0.958013329784768	0.933232255251267	0.986831920426713	Sp140l1
ENSMUSG00000026520	0.00920708880560442	4.01827673978679	0.972636202580574	1	Pycr2
ENSMUSG00000025930	0.30060204902618	1.13692690173921	0.418988303470356	0.661454417513729	Msc
ENSMUSG00000103492	-0.942103747679596	-0.919401115583606	0.242513012218581	0.477287213173216	Gm37412
ENSMUSG00000038793	-0.00731368480568248	1.70873448468859	1	1	Lefty1
ENSMUSG00000026384	-0.00402830390462957	6.71048774133362	0.980779710330415	1	Ptpn4
ENSMUSG00000103146	-0.125612752273659	2.82464475025727	0.672476676248727	0.850135668320929	Gm37745
ENSMUSG00000036975	0.17042582795921	2.68654765661916	0.579874005555936	0.788605263902199	Tmem177
ENSMUSG00000032769	-8.08497722014628	0.0773832101177065	1.83504247707587e-05	0.000281699111937099	Trpa1
ENSMUSG00000092083	-4.79436782459673	2.79741710735949	6.32838571013025e-07	1.47225973307245e-05	Kcnb2
ENSMUSG00000026519	-0.235411369841305	5.41745267808334	0.128059001783096	0.322038606540749	Tmem63a
ENSMUSG00000026387	-0.774534657648754	0.00730450671534556	0.169803996690632	0.383254987954072	Sctr
ENSMUSG00000038776	-0.338925841630733	6.64891803638878	0.0487276146165879	0.165673952571305	Ephx1
ENSMUSG00000050777	1.8800970508075	2.47378055146755	2.49376624846505e-09	9.71135542324294e-08	Tmem37
ENSMUSG00000026516	0.0134955578521836	6.02441552786043	0.925993197412986	0.984259725805747	Nvl
ENSMUSG00000062169	-0.0300420102827518	6.00073303370494	0.82937465340424	0.937420236241445	Cnih4
ENSMUSG00000026103	-0.119375299791354	9.11401313557712	0.498688109822405	0.727468241497884	Gls
ENSMUSG00000002881	-0.356059912745769	7.18931680712421	0.0170457954030822	0.0761125526798772	Nab1
ENSMUSG00000101501	-0.277143636347781	-0.623830721103176	0.690067107264117	0.86175413175415	Rps27a-ps1
ENSMUSG00000100120	-0.669303728484978	-0.748551774832399	0.303233890056677	0.549568952986739	Gm53065
ENSMUSG00000058665	-3.11318664081673	-1.5427009994167	0.00024588076014636	0.00256631179485761	En1
ENSMUSG00000104332	-0.368304715925349	-1.26642244948282	0.73295400668013	0.885334566119923	Gm38283
ENSMUSG00000043015	-0.00671831018728753	3.95739339178703	0.983876156849419	1	Nemp2
ENSMUSG00000103630	0.537277056481138	-0.0437874612523626	0.180078417174713	0.397634995746944	Gm37242
ENSMUSG00000038733	0.564751835332218	7.87996659260645	0.000425702098905942	0.00409183767920058	Wdr26
ENSMUSG00000003721	0.161673984406884	5.09754372382472	0.275169155293882	0.516988823314458	Insig2
ENSMUSG00000104253	-0.205922193893508	1.78618570233034	0.54502353737401	0.762735561253181	Gm37174
ENSMUSG00000054135	-0.254900567087401	1.35333590088074	0.364042644890884	0.611076771067139	A430110L20Rik
ENSMUSG00000041439	-0.329413910852304	5.91115491329399	0.0133987327641601	0.0632878440092822	Mfsd6
ENSMUSG00000100302	-0.184957897427194	0.819500571842857	0.56414210838088	0.776725853212131	Gm29670
ENSMUSG00000026514	-0.744817814163984	1.31972654451222	0.0352581244111654	0.131684179451469	Cnih3
ENSMUSG00000026102	0.0976156512736995	6.50394141106483	0.504279718462348	0.731263199664435	Inpp1
ENSMUSG00000041426	0.0836445239486116	5.47422425674793	0.627170225486062	0.819642721903519	Hibch
ENSMUSG00000026339	0.153802473476115	5.59085553247242	0.243104974992221	0.478049624035661	Ccdc93
ENSMUSG00000043629	-0.84700756352489	2.88073647943267	0.0152978119609558	0.0701697455508966	1700019D03Rik
ENSMUSG00000026100	-3.73468216836503	-1.45907096868635	0.00222913015855958	0.0157651367740399	Mstn
ENSMUSG00000001674	-0.238271144495666	4.53606174480899	0.207501910324924	0.4340965558583	Ddx18
ENSMUSG00000036707	0.0937549850778552	7.56867907558202	0.482211614246989	0.71362975576866	Cab39
ENSMUSG00000026223	0.298403328742104	7.26745794150116	0.0303982246014814	0.118063823114001	Itm2c
ENSMUSG00000036815	-1.95587849445729	2.12089825470922	0.00591936822265978	0.0338933387124307	Dpp10
ENSMUSG00000025939	0.233271446495068	6.0670996167371	0.138760264060048	0.339451798702672	Ube2w
ENSMUSG00000102457	-0.645384494579583	-1.41206669201399	0.443879967757901	0.681666898938941	Gm38342
ENSMUSG00000096141	-1.00082562065644	-1.01164993467013	0.210593568915024	0.438171302563258	Dnah7a
ENSMUSG00000026094	0.162185411992139	5.81963301452895	0.337267232882764	0.585574768823364	Stk17b
ENSMUSG00000026341	0.0816278570365527	8.10326299486763	0.579444488321001	0.788298068366632	Actr3
ENSMUSG00000079658	0.119594510425824	5.85198056551848	0.470145196201811	0.704422332253311	Eloc
ENSMUSG00000026342	0.0909010676961583	5.18400787569842	0.545409269725518	0.762991687778137	Slc35f5
ENSMUSG00000025940	0.106534988488748	4.39270911810512	0.475436308451292	0.708689560070815	Tmem70
ENSMUSG00000026343	-1.37725984083608	-0.751669939162163	0.0573685317904482	0.185760984154721	Gpr39
ENSMUSG00000025779	0.4030213620781	2.69821155304262	0.181676423805538	0.399669128562161	Ly96
ENSMUSG00000026344	0.172198199470452	-0.804597056831988	0.80441064692069	0.923851043872271	Lypd1
ENSMUSG00000042686	-1.30462147688861	1.97861162391352	3.23568130927144e-06	6.22594818072165e-05	Jph1
ENSMUSG00000025777	-2.14452683332466	2.01831041044589	0.00603538859639116	0.0343063844822478	Gdap1
ENSMUSG00000042807	-0.805547819957381	6.02711048379343	2.20862544900249e-05	0.00033107342707036	Hecw2
