Gene	A.1	A.2	A.3	B.1	B.2	B.3	C.1	C.2	C.3	D.1	D.2	D.3	E.1	E.2	E.3
Oas1g	2	8	6	8	1	2	11	20	18	32	4	6	2	2	12
Oas1h	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
Oas2	16	11	6	17	3	7	32	57	83	66	11	16	26	8	25
Oas3	13	41	23	97	36	62	181	215	264	358	82	117	65	53	89
Oasl1	10	19	22	14	2	15	49	60	41	91	14	26	19	16	28
Oasl2	6	0	6	12	0	5	71	53	74	50	4	18	25	10	12
Oat	789	341	564	3038	1274	812	1156	1499	1087	1860	486	943	582	607	736
Oaz1	43	26	64	34	37	93	201	269	204	99	49	151	15	34	112
Oaz1-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oaz2	424	203	189	760	346	314	334	483	361	1276	299	432	294	255	309
Oaz3	66	0	0	3	0	1	0	0	0	1	0	0	62	1	0
Obfc1	372	185	206	841	426	379	611	733	527	891	290	385	354	250	401
Obox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Obox5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obscn	1	0	1	3	2	3	7	7	5	3	1	2	1	10	6
Obsl1	6	0	2	41	11	13	9	5	8	0	1	6	5	7	6
Oc90	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0
Oca2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocel1	219	249	225	304	235	233	408	666	475	352	162	248	193	243	291
Ociad1	2777	1101	1449	4366	1557	1910	3331	4374	3091	4620	1324	2047	2116	1380	2265
Ociad2	5	1	2	12	5	5	11	10	5	14	2	6	11	3	7
Ocln	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ocm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocrl	364	156	98	702	158	151	332	269	252	372	163	182	369	179	166
Ocstamp	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Odam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odc1	382	92	712	964	369	666	814	1348	610	592	168	745	430	206	946
Odf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf2	2338	663	962	4094	1651	1379	3538	4107	3345	4693	910	1757	2179	1568	1515
Odf2l	236	127	163	490	192	186	447	490	380	330	155	257	205	198	204
Odf3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Odf3b	56	30	22	43	8	27	40	58	41	59	13	31	44	28	36
Odf3l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf3l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf4	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0
Ofcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ofd1	372	264	198	898	391	435	686	714	615	608	310	462	439	297	378
Ogdh	4252	1969	1720	8146	2636	1974	5585	6123	5259	8695	2072	2181	4015	2736	2362
Ogdhl	10	5	5	37	10	11	29	15	18	18	2	5	14	11	3
Ogfod1	728	369	356	1230	593	415	892	1223	908	1075	468	472	561	502	559
Ogfod2	434	202	212	523	247	277	396	574	365	791	171	294	357	191	306
Ogfod3	51	21	25	108	45	27	65	65	54	130	25	35	30	43	34
Ogfr	1580	818	1093	3334	1462	1410	3088	4184	2941	5413	1122	1754	1260	1255	1910
Ogfrl1	36	7	16	228	89	22	27	26	29	39	14	33	16	12	30
Ogg1	171	92	70	313	112	151	154	213	207	337	62	145	125	85	125
Ogn	1	0	0	0	0	0	2	4	1	0	0	0	0	0	0
Ogt	15907	8324	7199	21880	7975	7241	13461	14007	12224	14957	9282	8384	13531	8285	10256
Oip5	196	11	79	445	165	171	390	526	450	679	121	268	157	152	171
Oit1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Oit3	3	2	2	82	20	0	1	5	2	4	1	2	0	1	2
Ola1	711	303	510	1927	760	729	1322	1818	1206	1656	586	861	577	663	727
Olah	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfm1	4	0	0	8	1	0	0	1	1	5	2	0	0	1	0
Olfm2	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Olfm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Olfml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfml2a	2	1	4	5	3	1	3	3	6	1	1	6	1	1	5
Olfml2b	2	0	0	33	9	0	1	2	0	2	0	0	0	0	0
Olfml3	37	35	46	284	29	85	104	209	84	68	39	73	23	29	90
Olfr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr10	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Olfr100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Olfr1009	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr101	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Olfr1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Olfr1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1028	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1032	0	0	0	1	0	0	3	6	3	0	0	1	2	2	3
Olfr1033	0	26	1	13	0	3	69	65	64	2	9	4	10	35	60
Olfr1034	0	0	0	1	0	0	8	5	10	0	0	0	2	5	4
Olfr1036	0	0	0	1	0	0	3	1	1	1	0	0	0	0	1
Olfr1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1038-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1057	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1
Olfr1058	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0	1	3	2	0	0	0	1	0	0
Olfr1062	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
Olfr1065	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Olfr1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr109	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Olfr1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr110	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Olfr1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr111	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Olfr1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1116-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1151	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Olfr1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1199	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1213	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1273-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1274-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr129	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1300-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1323	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1324	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1344	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Olfr1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1351	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1353	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1357	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Olfr1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
