Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0003008~system process	79	20.256410256410255	3.0631808995084554E-9	OR7A10, RTP4, OR10J1, ITGB5, OR5K1, OR52N1, PKD2L1, OR4K17, OR2T12, PIK3CG, OR52N2, AKAP12, OR5D18, OR56B1, OR11H6, HMCN1, OR5B3, OR8D1, CTSC, SCN1B, MAP2K3, ABCG8, OR51G1, OR2L8, MMP2, TMPRSS11E, NGF, OR10Z1, OR2B11, OR4C11, MAPT, OR5A2, OR5A1, CES1, OR1A2, OR51F1, SLC45A2, OR8K1, OR1E2, OR10H4, PTAFR, FOXO6, UMOD, DNAH9, OR8S1, OR2T35, OR51J1, OR6S1, OR4S2, CST2, OR51S1, OR51B6, OR8B2, CACNA1S, RHPN2, OR6B2, MUC6, GRXCR1, DNAH11, OR2F2, TAS2R31, OR2J2, CTNS, OR6N1, OR1L4, NEB, LILRB2, TYR, OR51I1, OR52K2, AGT, OR6V1, P2RX6, MYO15A, OR51A4, VSX1, OR9G1, KCNK4, OR2A2	335	2299	19277	1.9773464127816764	1.2405805837389927E-5	1.1278075130008403E-6	1.1253012740830607E-6
GOTERM_BP_FAT	GO:0002399~MHC class II protein complex assembly	5	1.282051282051282	1.36628280142412E-4	HLA-DRB5, HLA-DMB, HLA-DOA, HLA-DQB2, HLA-DPA1	335	16	19277	17.982276119402986	0.424998333125139	0.04256496419821297	0.04247037538888361
GOTERM_BP_FAT	GO:0002503~peptide antigen assembly with MHC class II protein complex	5	1.282051282051282	1.36628280142412E-4	HLA-DRB5, HLA-DMB, HLA-DOA, HLA-DQB2, HLA-DPA1	335	16	19277	17.982276119402986	0.424998333125139	0.04256496419821297	0.04247037538888361
GOTERM_BP_FAT	GO:0002396~MHC protein complex assembly	5	1.282051282051282	3.4433488545258404E-4	HLA-DRB5, HLA-DMB, HLA-DOA, HLA-DQB2, HLA-DPA1	335	20	19277	14.38582089552239	0.7521165092089024	0.09297041907219769	0.09276381814092613
GOTERM_BP_FAT	GO:0002501~peptide antigen assembly with MHC protein complex	5	1.282051282051282	3.4433488545258404E-4	HLA-DRB5, HLA-DMB, HLA-DOA, HLA-DQB2, HLA-DPA1	335	20	19277	14.38582089552239	0.7521165092089024	0.09297041907219769	0.09276381814092613
GOTERM_BP_FAT	GO:0030198~extracellular matrix organization	19	4.871794871794872	4.903942475968957E-4	PRSS1, TNXB, ITGB5, COL14A1, LAMA1, MMP2, COL12A1, LOXL4, DMP1, ITGAE, AEBP1, ITGAL, HSPG2, AGT, VCAN, C6ORF15, ADAMTS18, HMCN1, ITGA9	335	426	19277	2.5664844790133836	0.8628368035651992	0.12000675412861049	0.11974007245276914
GOTERM_BP_FAT	GO:0043062~extracellular structure organization	19	4.871794871794872	5.03732054367007E-4	PRSS1, TNXB, ITGB5, COL14A1, LAMA1, MMP2, COL12A1, LOXL4, DMP1, ITGAE, AEBP1, ITGAL, HSPG2, AGT, VCAN, C6ORF15, ADAMTS18, HMCN1, ITGA9	335	427	19277	2.5604739767206124	0.8700530291679185	0.12000675412861049	0.11974007245276914
GOTERM_BP_FAT	GO:0060333~interferon-gamma-mediated signaling pathway	8	2.051282051282051	7.331343263188478E-4	HLA-DRB5, PTAFR, HLA-C, HLA-A, PARP9, HLA-DQB2, TRIM22, HLA-DPA1	335	86	19277	5.352863589031586	0.948711204546842	0.16495522342174077	0.16458865625858132
GOTERM_BP_FAT	GO:1903039~positive regulation of leukocyte cell-cell adhesion	13	3.3333333333333335	0.0021678942407224885	HLA-DRB5, PTAFR, LILRB1, HLA-A, LILRB2, GLI3, SIRPB1, HLA-DMB, CD5, HLA-DOA, JAK3, HLA-DQB2, HLA-DPA1	335	262	19277	2.855201093767802	0.9998476762665947	0.46210377236453043	0.46107687509260925
GOTERM_BP_FAT	GO:0022409~positive regulation of cell-cell adhesion	14	3.5897435897435894	0.0027774875686504994	HLA-DRB5, PTAFR, LILRB1, HLA-A, LILRB2, GP6, GLI3, SIRPB1, HLA-DMB, CD5, HLA-DOA, JAK3, HLA-DQB2, HLA-DPA1	335	306	19277	2.6326992488537706	0.9999871796316554	0.5624412326517262	0.5611913632458334
GOTERM_BP_FAT	GO:0050870~positive regulation of T cell activation	12	3.076923076923077	0.0031508555532466175	HLA-DRB5, HLA-DMB, CD5, LILRB1, LILRB2, HLA-A, HLA-DOA, JAK3, HLA-DQB2, GLI3, SIRPB1, HLA-DPA1	335	239	19277	2.8892025229501033	0.999997186584407	0.6076649995547048	0.6063146328890276
GOTERM_BP_FAT	GO:0016266~O-glycan processing	6	1.5384615384615385	0.0040781443696015236	MUC16, MUC17, POMGNT1, MUC3A, MUC20, MUC6	335	61	19277	5.659995106435038	0.9999999350893966	0.7507493044039169	0.7490809726163526
GOTERM_BP_FAT	GO:0030239~myofibril assembly	6	1.5384615384615385	0.005712428297338318	OBSCN, SYNPO2L, NRAP, NEB, FLNC, MYPN	335	66	19277	5.231207598371777	0.9999999999161228	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0098609~cell-cell adhesion	29	7.435897435897436	0.006606645864882247	TNXB, ITGB5, COL14A1, PTAFR, UMOD, ITGAE, ITGAL, SIRPB1, PIK3CG, GLI3, MYPN, HLA-DMB, ADAMTS18, CLDN23, HMCN1, HLA-DOA, JAK3, HLA-DPA1, HLA-DRB5, LILRB1, HLA-A, LILRB2, GP6, OBSCN, CD5, TYRO3, PCDHB8, HLA-DQB2, ITGA9	335	979	19277	1.7045507904806916	0.9999999999978069	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0045087~innate immune response	32	8.205128205128204	0.009204058055207187	RNASEL, TRIM51, TRIM64C, PTAFR, LILRA2, C8B, SIRPB1, PIK3CG, C4A, UBD, JAK3, TRIM22, CTSB, HLA-DPA1, MUC6, MBL2, HLA-DRB5, TRIM41, MUC16, MUC17, HLA-C, DEFB113, LILRB1, HLA-A, PARP9, USP17L2, MUC3A, TYRO3, ALPK1, MUC20, HLA-DQB2, CFB	335	1144	19277	1.6096023379605469	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002767~immune response-inhibiting cell surface receptor signaling pathway	3	0.7692307692307693	0.00994206121206688	LILRB1, LILRB2, KIR2DL1	335	9	19277	19.181094527363186	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002291~T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	3	0.7692307692307693	0.012286294157984892	HLA-DMB, LILRB1, ITGAL	335	10	19277	17.26298507462687	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0007155~cell adhesion	40	10.256410256410255	0.012342551759153855	TNXB, ITGB5, COL14A1, LAMA1, COL12A1, PTAFR, UMOD, DMP1, ITGAE, ITGAL, SIRPB1, PIK3CG, GLI3, MYPN, NUAK1, HLA-DMB, ADAMTS18, CLDN23, HMCN1, HLA-DOA, JAK3, TINAG, RREB1, SCN1B, HLA-DPA1, HLA-DRB5, MUC16, MMP2, LILRB1, HLA-A, LILRB2, GP6, VCAN, OBSCN, CD5, PTK7, TYRO3, PCDHB8, HLA-DQB2, ITGA9	335	1553	19277	1.4821193453210446	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002478~antigen processing and presentation of exogenous peptide antigen	9	2.307692307692308	0.012676632482885742	HLA-DRB5, HLA-DMB, ITGB5, NCF4, HLA-C, HLA-A, HLA-DOA, HLA-DQB2, HLA-DPA1	335	178	19277	2.909491866510146	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0022610~biological adhesion	40	10.256410256410255	0.013062571098844275	TNXB, ITGB5, COL14A1, LAMA1, COL12A1, PTAFR, UMOD, DMP1, ITGAE, ITGAL, SIRPB1, PIK3CG, GLI3, MYPN, NUAK1, HLA-DMB, ADAMTS18, CLDN23, HMCN1, HLA-DOA, JAK3, TINAG, RREB1, SCN1B, HLA-DPA1, HLA-DRB5, MUC16, MMP2, LILRB1, HLA-A, LILRB2, GP6, VCAN, OBSCN, CD5, PTK7, TYRO3, PCDHB8, HLA-DQB2, ITGA9	335	1560	19277	1.475468809797168	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002765~immune response-inhibiting signal transduction	3	0.7692307692307693	0.014846114393189704	LILRB1, LILRB2, KIR2DL1	335	11	19277	15.693622795115335	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0019884~antigen processing and presentation of exogenous antigen	9	2.307692307692308	0.016137232318314015	HLA-DRB5, HLA-DMB, ITGB5, NCF4, HLA-C, HLA-A, HLA-DOA, HLA-DQB2, HLA-DPA1	335	186	19277	2.78435243139143	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0045785~positive regulation of cell adhesion	16	4.102564102564102	0.017360231556100444	HLA-DRB5, PTAFR, LILRB1, DMP1, HLA-A, LILRB2, GP6, GLI3, SIRPB1, HLA-DMB, CD5, HLA-DOA, JAK3, RREB1, HLA-DQB2, HLA-DPA1	335	469	19277	1.9630970944849315	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0016337~single organismal cell-cell adhesion	20	5.128205128205128	0.01737633059314096	HLA-DRB5, ITGB5, PTAFR, UMOD, LILRB1, HLA-A, LILRB2, ITGAL, GP6, PIK3CG, GLI3, SIRPB1, HLA-DMB, CD5, ADAMTS18, TYRO3, HLA-DOA, JAK3, HLA-DQB2, HLA-DPA1	335	644	19277	1.7870584963381848	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0050867~positive regulation of cell activation	16	4.102564102564102	0.020746818263667637	HLA-DRB5, PTAFR, LILRB1, HLA-A, LILRB2, GP6, LILRA2, GLI3, SIRPB1, HLA-DMB, CD5, HLA-DOA, JAK3, HLA-DQB2, CTSC, HLA-DPA1	335	480	19277	1.9181094527363185	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002220~innate immune response activating cell surface receptor signaling pathway	7	1.7948717948717947	0.021791966483713253	MUC16, MUC17, LILRA2, MUC3A, MUC20, MBL2, MUC6	335	125	19277	3.222423880597015	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0048002~antigen processing and presentation of peptide antigen	9	2.307692307692308	0.022117335709908335	HLA-DRB5, HLA-DMB, ITGB5, NCF4, HLA-C, HLA-A, HLA-DOA, HLA-DQB2, HLA-DPA1	335	197	19277	2.6288809758315024	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0031032~actomyosin structure organization	9	2.307692307692308	0.022117335709908335	OBSCN, SYNPO2L, ITGB5, NRAP, NEB, RHPN2, FLNC, FHDC1, MYPN	335	197	19277	2.6288809758315024	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0007159~leukocyte cell-cell adhesion	15	3.8461538461538463	0.02261572090968649	HLA-DRB5, PTAFR, UMOD, LILRB1, HLA-A, LILRB2, ITGAL, GLI3, SIRPB1, HLA-DMB, CD5, HLA-DOA, JAK3, HLA-DQB2, HLA-DPA1	335	442	19277	1.9528263659080165	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0051568~histone H3-K4 methylation	5	1.282051282051282	0.026222620442613417	PRDM7, KMT2D, KANSL1, KMT2B, BRCA1	335	65	19277	4.426406429391504	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0019882~antigen processing and presentation	10	2.564102564102564	0.026461317181509274	HLA-DRB5, HLA-DMB, ITGB5, NCF4, HLA-C, LILRB2, HLA-A, HLA-DOA, HLA-DQB2, HLA-DPA1	335	243	19277	2.3680363614028623	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0034341~response to interferon-gamma	9	2.307692307692308	0.02705104815331683	HLA-DRB5, UBD, PTAFR, HLA-C, HLA-A, PARP9, HLA-DQB2, TRIM22, HLA-DPA1	335	205	19277	2.5262904987258827	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0098602~single organism cell adhesion	21	5.384615384615385	0.027448506244343605	HLA-DRB5, ITGB5, PTAFR, UMOD, LILRB1, HLA-A, LILRB2, ITGAL, GP6, PIK3CG, GLI3, SIRPB1, HLA-DMB, CD5, ADAMTS18, TYRO3, HLA-DOA, JAK3, RREB1, HLA-DQB2, HLA-DPA1	335	723	19277	1.67138168080758	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0055002~striated muscle cell development	8	2.051282051282051	0.029955284388170203	OBSCN, BIN3, SYNPO2L, NRAP, NEB, FLNC, AGT, MYPN	335	171	19277	2.6920834424369384	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0045088~regulation of innate immune response	16	4.102564102564102	0.030149743615437756	RNASEL, TRIM41, MUC16, MUC17, LILRB1, HLA-A, PARP9, LILRA2, USP17L2, MUC3A, TYRO3, ALPK1, MUC20, CTSB, MUC6, MBL2	335	503	19277	1.8304026586748168	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0009566~fertilization	9	2.307692307692308	0.03212102054975683	OR10J1, ARSA, KDM5B, SLC22A16, FUT10, FAM170B, SYT8, DUOX2, SLC9B1	335	212	19277	2.442875246409462	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002381~immunoglobulin production involved in immunoglobulin mediated immune response	5	1.282051282051282	0.03323232988357841	HLA-DRB5, HLA-DMB, HLA-DOA, HLA-DQB2, HLA-DPA1	335	70	19277	4.1102345415778245	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0071346~cellular response to interferon-gamma	8	2.051282051282051	0.03516559299567336	HLA-DRB5, PTAFR, HLA-C, HLA-A, PARP9, HLA-DQB2, TRIM22, HLA-DPA1	335	177	19277	2.600826376591618	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0051770~positive regulation of nitric-oxide synthase biosynthetic process	3	0.7692307692307693	0.038145047181016446	AKAP12, MAP2K3, JAK3	335	18	19277	9.590547263681593	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0045214~sarcomere organization	4	1.0256410256410255	0.03821534607318667	OBSCN, SYNPO2L, FLNC, MYPN	335	43	19277	5.352863589031586	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0006493~protein O-linked glycosylation	6	1.5384615384615385	0.04120855876140864	MUC16, MUC17, POMGNT1, MUC3A, MUC20, MUC6	335	109	19277	3.167520197179242	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0050691~regulation of defense response to virus by host	4	1.0256410256410255	0.04285626277098329	LILRB1, PARP9, USP17L2, MICB	335	45	19277	5.114958540630182	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0042110~T cell activation	16	4.102564102564102	0.042970161579337605	HLA-DRB5, LILRB1, HLA-A, LILRB2, ITGAL, PIK3CG, GLI3, SIRPB1, HLA-DMB, CD5, KIF13B, HLA-DOA, JAK3, HLA-DQB2, HLA-DPA1, MICB	335	528	19277	1.7437358661239257	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	6	1.5384615384615385	0.04398842949783111	HLA-DRB5, HLA-DMB, HLA-A, HLA-DOA, HLA-DQB2, HLA-DPA1	335	111	19277	3.1104477611940298	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0042554~superoxide anion generation	4	1.0256410256410255	0.045277648980216585	NCF4, MAPT, AGT, DUOX2	335	46	19277	5.003763789746918	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0006590~thyroid hormone generation	3	0.7692307692307693	0.046313594542544544	TG, DUOX2, CTSB	335	20	19277	8.631492537313434	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0010927~cellular component assembly involved in morphogenesis	6	1.5384615384615385	0.04836441744546111	OBSCN, SYNPO2L, NRAP, NEB, FLNC, MYPN	335	114	19277	3.0285938727415553	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0018958~phenol-containing compound metabolic process	6	1.5384615384615385	0.04836441744546111	SLC45A2, TG, CTNS, TYR, DUOX2, CTSB	335	114	19277	3.0285938727415553	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0055001~muscle cell development	8	2.051282051282051	0.04920922887168273	OBSCN, BIN3, SYNPO2L, NRAP, NEB, FLNC, AGT, MYPN	335	191	19277	2.4101898882550596	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002684~positive regulation of immune system process	32	8.205128205128204	0.04996422538206652	PTAFR, LILRA2, C8B, SIRPB1, GLI3, C4A, HLA-DMB, HLA-DOA, JAK3, CTSC, CTSB, HLA-DPA1, MUC6, MICB, MBL2, HLA-DRB5, TRIM41, MUC16, MUC17, LILRB1, HLA-A, LILRB2, PARP9, USP17L2, MUC3A, CD5, TYRO3, ACIN1, ALPK1, MUC20, HLA-DQB2, CFB	335	1315	19277	1.4002928324158672	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0050912~detection of chemical stimulus involved in sensory perception of taste	4	1.0256410256410255	0.05031925190617799	RTP4, CST2, TAS2R31, PKD2L1	335	48	19277	4.7952736318407965	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002577~regulation of antigen processing and presentation	3	0.7692307692307693	0.05061618330675569	LILRB2, HLA-DOA, HLA-DQB2	335	21	19277	8.22046908315565	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0071691~cardiac muscle thin filament assembly	2	0.5128205128205128	0.051086240868733965	NRAP, NEB	335	3	19277	38.36218905472637	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0007525~somatic muscle development	2	0.5128205128205128	0.051086240868733965	NEB, PPP2R3A	335	3	19277	38.36218905472637	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:1903037~regulation of leukocyte cell-cell adhesion	13	3.3333333333333335	0.05117354258579623	HLA-DRB5, PTAFR, LILRB1, HLA-A, LILRB2, GLI3, SIRPB1, HLA-DMB, CD5, HLA-DOA, JAK3, HLA-DQB2, HLA-DPA1	335	406	19277	1.8425189324314388	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0050863~regulation of T cell activation	12	3.076923076923077	0.05411967513942958	HLA-DRB5, HLA-DMB, CD5, LILRB1, LILRB2, HLA-A, HLA-DOA, JAK3, HLA-DQB2, GLI3, SIRPB1, HLA-DPA1	335	364	19277	1.8970313268820733	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0042438~melanin biosynthetic process	3	0.7692307692307693	0.05505600981860529	SLC45A2, CTNS, TYR	335	22	19277	7.846811397557667	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002696~positive regulation of leukocyte activation	14	3.5897435897435894	0.056121574797108546	HLA-DRB5, PTAFR, LILRB1, HLA-A, LILRB2, GLI3, SIRPB1, HLA-DMB, CD5, HLA-DOA, JAK3, HLA-DQB2, CTSC, HLA-DPA1	335	457	19277	1.762813939057448	1.0	1.0	0.9980242035070388
GOTERM_BP_FAT	GO:0002758~innate immune response-activating signal transduction	11	2.8205128205128207	0.057833985139624206	MUC16, MUC17, TYRO3, LILRA2, ALPK1, USP17L2, MUC3A, MUC20, CTSB, MBL2, MUC6	335	325	19277	1.9476188289322618	1.0	1.0	0.9980242035070388
